gene,¦Â2AR-APEX2(BI167107),DOR-APEX2,CCDC68,CCDC120,LiMoCentrosome,Endosomal-APEX2,AT1R-APEX2(AngII),AT1R-APEX2(TRV027)
P61081,1,0,0,0,1,0,1,1
P61086,1,0,0,0,0,0,0,0
P61088,1,0,0,0,1,0,0,0
P61106,1,1,1,1,1,1,0,1
P61158,1,1,0,1,1,1,0,1
P61160,1,1,1,1,1,1,0,0
P61163,1,1,1,1,1,1,1,1
P61201,1,0,1,1,0,0,0,0
P61204,1,0,0,1,0,0,1,1
P61218,0,0,0,1,0,0,0,0
P61221,1,1,1,1,1,1,0,1
P61224,1,0,0,1,1,0,0,1
P61225,1,1,0,0,1,1,0,0
P61247,1,1,1,1,1,1,1,1
P61254,1,1,0,1,1,1,1,1
P61289,1,0,1,1,0,0,0,0
P61313,1,1,1,1,1,1,1,1
P61326,0,0,0,0,1,0,0,0
P61353,1,1,0,1,1,1,1,1
P61421,1,1,1,1,1,0,0,1
P61513,0,1,0,0,0,1,1,1
P61586,1,1,1,0,0,1,1,1
P61601,1,0,0,0,0,0,0,0
P61604,0,0,0,1,0,0,0,1
P61619,1,0,1,1,1,0,1,1
P61626,0,0,1,0,0,0,0,1
P61758,1,0,1,0,1,0,0,1
P61764,1,0,1,0,1,0,0,1
P61769,1,0,0,0,0,0,0,0
P61803,1,0,0,0,1,0,0,0
P61812,1,0,0,0,0,0,0,0
P61916,1,0,0,0,0,0,0,0
P61923,1,0,0,1,1,0,0,0
P61927,0,0,0,0,0,0,1,1
P61956,1,1,0,0,0,1,0,0
P61962,1,0,1,1,1,0,0,0
P61964,0,0,1,1,1,0,0,0
P61966,0,0,0,0,1,0,0,0
P61970,0,0,0,0,1,0,0,0
P61978,1,1,1,1,1,1,1,1
P61981,1,1,1,1,1,1,1,1
P62070,1,1,1,1,0,1,0,1
P62081,1,1,1,1,1,1,1,1
P62136,1,1,0,1,1,1,0,0
P62140,1,1,1,1,1,1,0,0
P62158,1,1,0,1,0,1,1,1
P62166,1,0,0,0,0,0,0,1
P62191,1,1,1,1,1,1,1,1
P62195,1,1,1,1,1,1,0,1
P62241,1,1,1,1,1,1,1,1
P62244,0,1,0,1,1,1,1,1
P62249,1,1,0,1,1,1,1,1
P62256,1,0,0,0,0,0,0,0
P62258,1,1,1,1,1,1,1,1
P62263,1,1,0,1,1,1,1,1
P62266,1,1,1,1,1,1,1,1
P62269,1,1,0,1,1,1,1,1
P62277,1,0,0,1,1,0,1,1
P62280,1,1,1,1,1,1,1,1
P62304,1,1,0,1,1,1,1,1
P62306,0,1,0,0,1,1,0,0
P62308,0,0,0,0,1,0,0,0
P62310,1,0,0,0,0,0,0,0
P62312,0,0,0,0,1,0,0,0
P62314,0,1,0,0,1,1,1,1
P62316,0,1,0,1,1,1,1,1
P62318,0,1,0,1,1,1,0,1
P62330,1,0,0,0,1,0,0,0
P62333,1,1,1,1,1,1,0,0
P62341,1,0,0,0,0,0,0,0
P62424,1,1,1,1,1,1,1,1
P62487,0,0,0,1,1,0,0,0
P62495,1,1,1,1,1,1,0,0
P62633,1,0,0,1,0,0,1,1
P62701,1,1,1,1,1,1,1,1
P62714,1,0,1,1,1,0,0,0
P62736,1,0,0,0,0,0,1,1
P62745,1,1,0,0,0,1,1,1
P62750,1,1,1,1,1,1,1,1
P62753,1,1,1,1,1,1,1,1
P62805,1,1,1,1,1,1,1,1
P62820,1,1,1,1,1,1,1,1
P62826,1,1,1,1,0,1,1,1
P62829,1,1,0,1,1,1,1,1
P62834,1,0,0,0,0,0,1,1
P62841,0,0,0,1,0,0,0,1
P62847,1,1,0,1,1,1,1,1
P62851,1,0,0,1,1,0,1,1
P62854,0,0,1,1,1,0,1,1
P62857,0,0,0,0,1,0,0,0
P62861,0,0,0,1,1,0,0,1
P62873,1,1,0,1,0,1,0,0
P62879,1,1,0,1,1,1,0,0
P62888,1,1,0,0,1,1,1,1
P62891,1,0,0,1,0,0,0,1
P62899,1,1,1,1,1,1,1,1
P62906,1,1,1,1,1,1,1,1
P62910,1,1,1,1,1,1,1,1
P62913,1,1,0,1,1,1,0,0
P62917,1,1,1,1,1,1,1,1
P62937,1,1,0,1,1,1,1,1
P62942,1,1,0,0,0,1,0,0
P62979,1,1,1,1,0,1,1,1
P62987,0,0,0,0,0,0,1,0
P62993,1,0,0,1,1,0,1,1
P62995,1,0,0,1,1,0,1,1
P63000,1,1,1,1,1,1,1,1
P63010,1,1,0,1,1,1,1,1
P63092,0,1,0,0,0,1,1,1
P63096,1,1,0,1,0,1,0,1
P63098,1,0,0,0,0,0,0,0
P63104,1,1,1,1,1,1,1,1
P63151,1,1,1,0,1,1,1,1
P63165,1,1,0,1,0,1,0,0
P63167,1,1,0,0,1,1,0,0
P63173,1,0,0,0,1,0,0,0
P63208,1,0,0,1,1,0,0,0
P63218,1,0,0,0,0,0,0,0
P63220,1,0,0,0,0,0,0,0
P63241,1,0,0,1,1,0,1,1
P63244,1,1,1,1,1,1,1,1
P63261,0,1,0,1,0,1,0,0
P67775,1,1,0,0,0,0,1,1
P67809,1,1,0,1,1,1,1,1
P67812,1,0,0,1,1,0,0,0
P67870,1,1,0,1,0,1,0,0
P67936,1,1,1,1,0,1,1,0
P68032,0,0,0,1,0,0,0,0
P68036,0,1,0,0,0,1,0,1
P68104,0,1,1,1,1,0,0,0
P68133,0,0,0,0,1,0,0,0
P68363,1,0,0,0,0,0,1,1
P68366,1,0,1,1,1,0,0,0
P68371,1,1,1,1,1,1,1,1
P68400,1,1,1,1,0,0,0,1
P68402,0,0,0,1,0,0,0,0
P68431,1,0,1,1,0,0,1,1
P68871,1,0,1,1,0,0,0,0
P69905,1,0,1,0,0,0,0,1
P78310,1,1,1,0,0,1,1,1
P78316,0,0,0,1,0,0,1,1
P78318,1,1,0,1,1,1,0,0
P78324,1,0,0,0,0,0,1,1
P78330,0,0,0,1,1,0,0,0
P78332,0,0,1,1,0,0,0,0
P78337,0,0,0,1,0,0,0,0
P78344,1,1,1,1,1,1,1,1
P78345,0,0,0,1,0,0,0,0
P78346,0,0,1,1,1,0,0,0
P78347,1,0,1,1,1,0,0,0
P78348,1,0,0,0,0,0,0,0
P78356,1,1,1,0,0,1,0,1
P78357,1,0,0,0,0,0,0,0
P78362,1,0,0,1,0,0,0,1
P78371,1,1,1,1,1,1,1,1
P78385,0,0,1,0,0,0,0,0
P78386,0,0,1,0,0,0,0,0
P78406,1,0,1,1,1,0,0,0
P78417,1,1,1,1,1,1,1,1
P78504,1,0,0,0,0,0,0,0
P78524,0,0,0,1,0,0,0,0
P78527,1,1,1,1,1,1,0,1
P78536,1,1,0,0,0,1,0,0
P78549,0,0,0,1,0,0,0,0
P78559,1,0,0,0,1,0,1,0
P78563,0,0,0,1,0,0,0,0
P79522,0,0,0,1,0,0,0,0
P80303,1,0,1,0,0,0,0,0
P80723,1,1,0,1,0,1,1,1
P81408,1,0,0,0,0,0,0,0
P81605,0,0,1,1,1,0,0,0
P82094,1,1,0,0,1,1,0,0
P82650,0,0,1,1,0,0,0,0
P82663,0,0,0,1,0,0,0,0
P82664,0,0,0,1,0,0,0,0
P82673,0,0,0,1,0,0,0,0
P82675,0,0,0,1,1,0,1,1
P82912,0,0,0,1,1,0,0,0
P82914,0,0,0,1,0,0,1,1
P82930,0,0,0,1,1,0,0,0
P82933,0,0,0,1,0,0,0,1
P82979,0,0,0,1,1,0,0,1
P83111,0,0,0,1,0,0,0,0
P83369,0,0,0,1,0,0,0,0
P83731,1,1,1,1,1,1,1,1
P83876,1,0,0,0,0,0,0,0
P83881,1,1,1,0,0,1,1,1
P84022,1,1,0,0,0,1,0,0
P84077,0,0,0,0,1,0,0,0
P84085,1,1,0,0,1,1,0,1
P84090,1,1,0,0,1,1,1,1
P84095,1,1,0,0,0,1,1,1
P84098,1,1,1,1,1,1,1,1
P84103,1,1,0,1,0,1,1,1
P84157,1,0,0,0,1,0,0,0
P84243,0,0,0,0,0,0,1,1
P85037,0,0,1,1,0,0,0,0
P86790,0,0,1,0,0,0,0,0
P98082,1,0,0,1,0,0,0,0
P98153,1,0,0,0,0,0,0,0
P98155,1,0,0,0,0,0,0,0
P98160,1,0,0,1,0,0,0,0
P98164,1,0,0,0,0,0,0,1
P98170,1,0,1,1,0,0,0,0
P98172,1,1,1,0,0,1,1,1
P98173,1,0,0,0,0,0,0,0
P98174,1,0,0,0,0,0,0,0
P98175,1,0,0,1,0,0,1,0
P98179,1,1,0,1,1,1,0,0
P98194,1,0,1,1,0,0,0,0
P98196,1,0,0,0,0,0,0,0
P99999,1,0,0,0,1,0,0,1
Q00013,1,0,1,0,1,0,1,0
Q00059,0,0,0,1,0,0,1,1
Q00169,1,0,0,1,0,0,0,0
Q00325,1,1,1,1,1,1,1,1
Q00341,1,1,1,1,1,1,0,1
Q00403,0,0,0,1,0,0,0,0
Q00526,0,0,0,1,0,0,0,0
Q00534,0,0,1,0,0,0,0,0
Q00535,1,0,1,1,1,0,0,0
Q00536,0,0,0,1,0,0,0,0
Q00537,1,0,0,0,0,0,0,0
Q00577,1,0,1,1,1,0,0,0
Q00587,1,1,1,1,0,1,0,0
Q00610,1,1,1,1,0,1,1,1
Q00653,1,1,1,1,0,1,0,1
Q00688,0,0,0,1,0,0,0,0
Q00722,0,0,1,0,0,0,0,0
Q00765,1,0,0,0,0,0,0,1
Q00796,0,0,1,1,1,0,0,0
Q00839,1,1,1,1,1,1,1,1
Q01081,1,1,1,1,1,1,1,1
Q01082,1,1,1,1,1,1,1,1
Q01085,1,0,1,1,1,0,0,0
Q01130,0,1,0,1,0,1,0,0
Q01167,0,0,1,1,0,0,0,0
Q01433,1,1,0,1,1,1,0,0
Q01459,1,0,0,0,0,0,0,0
Q01469,1,1,1,0,0,0,0,1
Q01484,1,0,0,0,0,0,0,0
Q01518,1,1,1,1,0,1,1,1
Q01581,1,1,1,0,1,1,1,1
Q01650,1,1,0,1,1,1,1,1
Q01780,0,0,1,1,0,0,0,0
Q01804,1,1,0,1,0,1,0,0
Q01813,1,1,0,1,0,0,1,0
Q01831,0,0,0,0,0,0,0,1
Q01844,1,1,1,1,0,1,1,1
Q01968,1,0,1,0,0,0,0,0
Q01970,1,1,1,0,0,1,0,1
Q01973,1,0,0,0,0,0,0,0
Q01974,1,0,0,0,0,0,1,1
Q01995,0,1,0,0,0,1,0,0
Q02040,0,1,0,1,0,1,0,1
Q02083,1,0,0,0,0,0,0,0
Q02218,0,0,0,1,0,0,0,0
Q02224,0,1,0,1,1,1,0,0
Q02241,1,1,0,1,1,1,1,1
Q02383,0,1,0,0,0,1,0,0
Q02413,0,1,1,1,1,0,0,0
Q02487,1,1,1,0,0,1,0,0
Q02543,1,1,1,1,1,1,1,1
Q02742,1,0,0,0,0,0,0,0
Q02750,1,1,1,0,0,1,0,1
Q02790,1,1,1,1,1,1,1,1
Q02809,1,1,1,1,1,1,1,1
Q02818,1,0,0,1,0,0,0,0
Q02833,1,1,0,0,0,1,0,0
Q02878,1,1,1,1,1,1,1,1
Q02880,0,1,1,1,1,1,1,1
Q02952,1,1,0,0,1,1,1,1
Q02978,0,1,1,1,1,1,0,0
Q03001,1,1,0,1,0,1,0,1
Q03112,0,0,0,1,0,0,0,0
Q03135,1,1,0,1,0,1,1,0
Q03164,0,1,0,0,0,1,0,0
Q03167,1,0,0,0,0,0,0,0
Q03169,0,0,0,1,0,0,0,0
Q03252,1,0,0,1,1,0,0,0
Q03426,0,0,1,0,0,0,0,0
Q03468,0,0,0,1,0,0,0,0
Q03518,0,0,0,1,0,0,0,0
Q03519,0,0,0,1,0,0,0,0
Q03701,0,0,1,1,1,0,1,1
Q04206,1,1,1,1,1,1,0,0
Q04323,0,0,1,1,1,0,0,0
Q04446,1,1,1,1,1,0,0,0
Q04637,1,1,1,1,1,1,1,1
Q04656,1,0,0,0,0,0,1,1
Q04695,0,0,1,1,0,0,0,0
Q04721,1,1,1,1,0,1,1,1
Q04726,0,0,0,0,1,0,0,0
Q04760,1,0,1,1,1,0,1,1
Q04864,1,1,1,1,1,1,0,0
Q04917,1,1,1,1,1,1,0,1
Q04941,1,0,0,1,0,0,1,1
Q05048,1,0,0,1,1,0,0,0
Q05086,0,1,0,0,0,1,0,0
Q05209,1,1,0,0,0,1,0,0
Q05397,1,1,1,1,0,1,0,0
Q05519,0,1,0,1,0,1,1,1
Q05639,0,1,0,0,1,0,1,0
Q05655,1,0,1,0,0,0,0,0
Q05682,1,1,1,1,1,1,1,1
Q05707,1,0,0,0,0,0,0,0
Q05DH4,1,0,0,0,0,0,0,0
Q06055,0,0,0,0,0,0,0,1
Q06124,1,1,1,1,1,1,0,1
Q06203,1,1,1,0,1,1,1,1
Q06210,1,1,1,1,0,1,0,0
Q06265,0,0,1,1,1,0,0,1
Q06323,1,1,1,1,0,1,0,1
Q06418,1,0,0,0,0,0,0,0
Q06455,1,0,0,0,0,0,0,0
Q06481,1,1,0,0,0,1,1,1
Q06587,0,0,1,1,0,0,0,0
Q06609,0,0,1,0,0,0,0,0
Q06787,1,1,1,1,1,1,1,1
Q06830,1,1,1,1,1,1,1,1
Q07020,1,1,1,1,1,1,1,1
Q07021,0,0,0,1,1,0,0,0
Q07065,1,1,1,1,1,1,0,0
Q07075,1,0,0,0,0,0,0,0
Q07157,1,1,1,1,0,1,1,1
Q07283,0,0,0,1,0,0,0,0
Q07352,0,0,0,1,0,0,0,0
Q07507,0,0,0,1,0,0,0,0
Q07666,1,1,1,1,1,0,1,1
Q07864,0,0,1,0,0,0,0,0
Q07866,1,1,0,1,1,1,1,1
Q07954,0,0,0,1,0,0,0,0
Q07955,1,1,0,1,1,1,0,1
Q08170,1,0,0,1,0,0,1,1
Q08174,1,0,0,0,0,0,0,0
Q08188,0,0,1,0,1,0,0,0
Q08209,1,0,0,0,1,0,0,1
Q08211,1,1,1,1,1,1,1,1
Q08257,0,0,0,1,1,0,0,0
Q08345,1,0,0,0,0,0,0,0
Q08357,1,0,0,0,0,0,0,0
Q08378,1,0,0,0,1,0,0,0
Q08379,0,1,0,1,0,1,0,0
Q08380,1,1,0,1,0,0,0,0
Q08397,1,0,0,0,0,0,0,0
Q08431,1,0,0,0,0,0,0,0
Q08554,0,0,1,1,1,0,0,0
Q08722,1,0,0,0,1,0,0,1
Q08752,0,0,1,0,0,0,0,0
Q08945,1,0,1,1,0,0,1,1
Q08AD1,1,1,0,1,1,1,0,0
Q08AM6,0,1,0,1,0,0,0,0
Q08J23,1,1,1,1,1,1,0,1
Q09028,1,1,0,1,1,1,0,0
Q09161,0,1,0,1,0,1,0,0
Q09328,1,0,0,0,0,0,0,0
Q09472,0,0,0,0,1,0,0,0
Q09666,1,1,1,1,0,1,1,1
Q0D2I5,1,0,0,0,0,0,0,0
Q0JRZ9,1,1,0,1,0,1,1,1
Q0P6D6,0,0,0,0,1,0,0,0
Q0PNE2,0,0,1,0,0,0,0,0
Q0VDF9,0,0,1,1,1,0,0,0
Q0VDG4,1,0,0,0,1,0,1,1
Q0VF96,0,0,0,1,0,0,0,0
Q0ZGT2,1,0,0,1,0,0,0,0
Q10471,1,0,0,1,0,0,0,0
Q10472,1,0,0,0,1,0,0,0
Q10567,1,1,1,1,1,1,0,0
Q10570,1,0,1,1,1,0,1,1
Q10589,0,0,0,1,0,0,0,0
Q10713,0,0,0,1,0,0,0,0
Q12756,1,1,1,0,1,0,0,1
Q12765,0,0,1,0,0,0,0,0
Q12767,1,0,0,0,0,0,0,0
Q12768,0,1,0,1,1,0,0,0
Q12769,1,1,1,1,1,1,0,0
Q12774,1,0,0,0,0,0,0,0
Q12778,1,0,0,0,0,0,0,0
Q12788,0,0,1,1,1,0,0,0
Q12789,0,1,1,1,1,1,0,1
Q12792,1,1,1,1,1,1,0,1
Q12796,0,0,0,1,0,0,0,0
Q12797,1,0,0,1,0,0,0,0
Q12798,1,0,0,0,0,0,0,0
Q12800,1,0,1,0,1,0,0,0
Q12802,1,1,0,0,1,1,0,0
Q12805,1,0,0,1,0,0,0,0
Q12815,1,0,0,0,0,0,0,0
Q12824,0,0,0,1,0,0,0,0
Q12830,0,1,0,0,1,1,0,1
Q12834,1,1,1,1,1,1,0,0
Q12841,1,0,0,0,0,0,0,0
Q12846,1,0,0,0,0,0,0,0
Q12849,0,0,1,1,0,0,0,0
Q12857,0,0,0,1,0,0,0,0
Q12860,1,0,0,0,0,0,0,0
Q12866,1,0,0,0,0,0,0,0
Q12872,0,0,0,1,0,0,0,1
Q12873,0,0,1,1,0,0,0,0
Q12874,1,1,0,1,1,1,0,0
Q12888,1,1,0,0,1,1,0,0
Q12891,1,0,0,0,0,0,0,0
Q12894,0,0,0,1,0,0,0,0
Q12899,1,0,0,1,0,0,0,0
Q12904,0,1,1,1,1,1,0,0
Q12905,1,1,1,1,1,1,1,1
Q12906,1,1,0,1,1,1,1,1
Q12907,1,0,1,1,1,0,1,1
Q12913,1,0,0,0,0,0,0,0
Q12923,1,1,0,0,0,1,1,1
Q12926,0,0,0,1,0,0,0,0
Q12929,1,1,1,0,0,1,1,1
Q12931,0,1,1,1,1,1,0,0
Q12933,0,1,1,1,0,1,0,0
Q12948,1,0,1,0,0,0,0,0
Q12955,1,1,1,0,0,1,1,1
Q12959,1,1,1,1,1,1,1,1
Q12962,1,0,1,1,0,0,0,0
Q12965,1,1,1,1,1,1,1,1
Q12968,1,1,1,0,0,1,0,0
Q12972,0,0,1,0,1,0,0,0
Q12979,1,0,0,0,0,0,1,0
Q12986,1,1,0,1,0,1,0,0
Q12996,0,0,0,1,1,0,0,0
Q13009,1,0,0,0,0,0,0,0
Q13011,0,0,0,1,0,0,0,0
Q13017,1,1,0,0,0,1,1,1
Q13033,1,0,0,0,0,0,0,0
Q13042,1,0,0,1,0,0,0,0
Q13043,0,1,0,0,0,0,0,0
Q13045,1,1,1,1,1,1,0,0
Q13049,0,0,0,1,0,0,0,0
Q13057,1,1,1,1,1,1,0,0
Q13065,0,0,0,1,0,0,0,0
Q13084,0,0,0,1,0,0,0,0
Q13085,1,1,1,1,1,1,1,1
Q13098,1,1,1,0,0,1,0,0
Q13107,0,0,1,0,0,0,0,0
Q13112,0,0,0,1,1,0,0,0
Q13118,0,0,0,1,0,0,0,0
Q13123,0,0,0,1,1,0,0,1
Q13126,0,0,1,1,1,0,0,0
Q13131,1,1,1,1,1,1,0,1
Q13136,1,1,1,1,0,1,0,0
Q13137,1,0,0,1,1,0,0,1
Q13144,0,0,1,1,0,0,0,0
Q13148,1,1,1,1,1,1,1,0
Q13151,1,1,1,1,1,1,1,1
Q13153,1,0,0,0,0,0,0,0
Q13155,1,1,1,1,1,1,1,1
Q13162,1,1,1,1,0,1,1,1
Q13177,1,1,1,0,1,1,0,0
Q13185,1,1,0,1,1,1,0,0
Q13188,1,0,0,1,0,0,0,0
Q13190,1,1,0,0,0,1,0,0
Q13200,1,1,1,1,1,1,1,1
Q13206,0,0,0,1,1,0,0,1
Q13214,0,0,0,1,0,0,0,0
Q13217,1,0,0,1,0,0,0,0
Q13232,1,0,0,0,1,0,0,0
Q13242,1,0,0,1,1,0,0,0
Q13243,0,0,0,1,0,0,0,1
Q13247,0,0,0,1,1,0,1,1
Q13257,1,0,1,1,1,0,0,0
Q13263,1,1,1,1,1,1,0,1
Q13277,1,0,0,0,0,0,0,0
Q13283,1,1,1,1,1,1,1,1
Q13308,1,0,0,0,0,0,0,0
Q13309,0,0,1,0,0,0,0,0
Q13310,1,1,1,1,1,1,1,1
Q13315,0,1,0,0,0,1,0,0
Q13322,1,0,0,0,0,0,0,0
Q13325,0,0,0,1,0,0,0,0
Q13330,0,0,0,0,1,0,0,0
Q13332,1,0,0,0,0,0,0,0
Q13347,1,1,1,1,1,1,0,1
Q13356,0,0,1,0,0,0,0,0
Q13363,0,0,1,1,0,0,0,0
Q13371,0,0,1,0,0,0,0,0
Q13393,1,0,0,0,0,0,0,0
Q13395,0,0,1,0,1,0,0,0
Q13404,1,0,0,0,0,0,0,0
Q13405,0,0,0,1,0,0,0,0
Q13409,1,0,0,0,1,0,0,0
Q13418,0,1,1,1,0,1,0,0
Q13421,0,0,0,1,0,0,0,0
Q13423,0,0,1,1,1,0,0,1
Q13425,1,1,1,1,1,1,0,1
Q13427,0,1,0,1,0,1,0,0
Q13428,1,1,0,1,0,1,1,1
Q13433,1,0,0,0,0,0,1,1
Q13435,1,1,1,1,1,1,1,1
Q13438,1,0,0,0,0,0,0,0
Q13442,1,0,1,1,1,0,1,1
Q13443,1,1,0,0,0,1,1,1
Q13444,1,1,0,0,0,0,0,0
Q13445,1,0,0,0,0,0,0,0
Q13451,1,0,1,1,0,0,0,0
Q13454,1,0,0,0,0,0,0,0
Q13459,1,1,0,0,0,1,0,0
Q13464,1,1,0,0,1,1,0,0
Q13470,0,0,0,1,0,0,0,0
Q13480,1,0,1,0,0,0,1,1
Q13485,1,0,1,0,0,0,0,0
Q13490,0,0,1,0,0,0,0,0
Q13491,1,0,0,0,0,0,1,1
Q13492,1,1,1,1,0,1,1,1
Q13496,0,0,1,0,0,0,0,0
Q13501,1,1,0,1,1,1,0,0
Q13505,0,0,0,1,0,0,0,0
Q13509,1,0,1,1,1,0,1,1
Q13510,1,0,0,0,0,0,0,0
Q13523,0,0,0,1,0,0,1,1
Q13526,1,0,0,0,0,0,0,0
Q13530,1,0,0,0,0,0,0,0
Q13535,0,0,1,0,0,0,0,0
Q13542,0,1,0,0,0,0,0,0
Q13546,1,0,1,1,1,0,0,0
Q13547,0,1,1,1,1,1,0,0
Q13554,0,1,1,0,0,1,0,0
Q13555,0,0,0,1,0,0,0,0
Q13557,1,1,1,0,0,1,0,0
Q13561,1,1,1,1,0,1,0,1
Q13564,1,1,1,0,1,1,0,0
Q13572,1,0,1,0,0,0,0,0
Q13573,0,0,1,1,0,0,1,1
Q13576,1,0,1,0,1,0,1,1
Q13586,1,0,0,0,0,0,0,0
Q13595,0,0,0,1,1,0,0,0
Q13596,1,1,1,1,1,1,1,1
Q13601,0,0,0,1,0,0,1,1
Q13610,1,0,0,1,1,0,0,0
Q13613,0,1,0,1,0,1,0,0
Q13614,1,0,0,1,0,0,0,0
Q13615,1,1,0,1,0,1,0,0
Q13616,0,1,1,1,1,1,0,0
Q13617,1,0,0,1,0,0,0,0
Q13618,1,1,0,1,1,1,0,0
Q13619,0,0,0,1,0,0,0,0
Q13620,1,0,1,0,0,0,0,1
Q13625,1,1,1,0,1,1,1,1
Q13627,1,0,1,0,0,0,0,0
Q13630,0,0,0,1,0,0,0,0
Q13636,0,0,0,1,0,0,0,0
Q13637,1,0,0,0,1,0,0,0
Q13641,1,0,0,0,0,0,0,1
Q13642,1,1,1,0,1,1,1,1
Q13643,1,0,1,1,0,0,0,0
Q13685,0,0,0,1,0,0,0,0
Q13686,0,0,1,0,0,0,0,0
Q13724,1,0,0,1,1,0,1,1
Q13740,1,0,0,1,0,0,0,0
Q13751,1,0,0,1,0,0,0,0
Q13753,1,0,0,0,0,0,0,0
Q13765,1,0,0,0,0,0,1,1
Q13769,0,0,0,1,0,0,1,1
Q13772,0,0,0,1,0,0,0,0
Q13813,1,1,0,1,0,1,1,1
Q13822,1,0,0,0,0,0,0,0
Q13823,0,0,0,1,0,0,1,1
Q13829,0,0,0,1,0,0,0,0
Q13835,0,1,1,1,1,1,0,0
Q13838,1,1,1,1,1,1,0,0
Q13867,1,0,1,1,1,0,0,0
Q13868,0,1,1,1,1,1,0,0
Q13873,1,0,0,0,0,0,0,0
Q13884,1,0,0,0,0,0,0,0
Q13885,0,1,1,1,1,1,0,0
Q13888,0,0,0,1,0,0,0,0
Q13895,0,0,0,1,0,0,1,1
Q13905,1,0,0,0,0,0,0,0
Q13907,0,0,1,0,1,0,0,0
Q14004,0,0,0,1,0,0,1,0
Q14008,1,1,1,1,1,1,0,1
Q14011,1,0,0,1,1,0,0,0
Q14012,1,0,1,0,0,0,0,0
Q14019,1,0,0,0,1,0,0,0
Q14061,1,1,0,0,0,1,0,0
Q14103,1,1,1,1,1,0,1,1
Q14108,1,0,0,1,0,0,0,0
Q14112,1,0,0,0,0,0,0,0
Q14114,1,0,0,0,0,0,0,1
Q14116,0,0,0,1,0,0,0,0
Q14117,0,0,0,1,0,0,0,0
Q14118,1,1,0,0,0,1,1,1
Q14126,1,1,1,1,1,1,1,1
Q14134,0,0,0,1,0,0,0,0
Q14137,1,1,0,1,1,0,0,1
Q14139,0,0,1,0,0,0,0,0
Q14141,0,0,0,1,0,0,0,0
Q14145,1,1,1,1,1,1,0,0
Q14146,0,0,0,0,1,0,0,0
Q14147,0,0,1,0,0,0,0,0
Q14151,0,0,0,1,1,0,1,1
Q14152,1,1,1,1,1,1,1,1
Q14155,1,1,0,0,0,1,0,1
Q14156,1,0,0,1,0,0,0,0
Q14157,1,1,1,1,0,1,1,1
Q14160,1,1,1,1,1,1,1,1
Q14161,1,0,0,0,1,0,0,0
Q14165,1,0,1,1,1,0,0,0
Q14166,1,0,1,1,1,0,0,1
Q14168,1,1,1,0,0,1,0,1
Q14181,0,0,1,0,0,0,0,0
Q14185,1,0,0,0,0,0,0,0
Q14192,1,1,1,1,0,1,0,0
Q14194,1,0,1,0,0,0,1,1
Q14195,1,1,0,0,1,1,0,0
Q14197,0,0,0,1,0,0,0,0
Q14202,0,0,0,0,0,0,0,1
Q14203,0,1,1,1,1,1,0,0
Q14204,1,1,1,1,1,1,1,1
Q14232,1,0,1,1,1,0,1,1
Q14240,1,1,1,1,1,0,1,1
Q14241,0,0,0,1,0,0,1,1
Q14244,1,0,0,1,0,0,0,1
Q14247,1,1,1,1,1,1,1,1
Q14249,0,0,0,1,0,0,0,0
Q14254,1,0,0,1,1,0,1,1
Q14257,1,1,0,0,0,0,0,0
Q14258,1,1,1,1,1,1,0,1
Q14296,0,0,0,1,0,0,0,0
Q14315,1,1,1,0,1,1,0,1
Q14318,1,1,1,1,1,1,0,0
Q14320,0,0,0,1,0,0,0,0
Q14331,0,0,1,1,0,0,0,1
Q14344,1,1,1,0,0,0,1,1
Q14353,0,0,1,0,0,0,0,0
Q14376,0,0,0,1,0,0,0,0
Q14432,0,0,0,1,0,0,0,0
Q14435,1,0,0,0,0,0,0,0
Q14444,1,1,1,1,1,1,1,1
Q14451,0,0,0,1,0,0,0,0
Q14457,0,1,0,0,0,1,0,0
Q14493,0,0,0,1,0,0,0,0
Q14494,1,0,0,0,0,0,0,0
Q14498,0,1,1,1,1,1,0,1
Q14517,1,1,0,0,0,1,0,1
Q14525,0,0,1,0,0,0,0,0
Q14527,0,0,1,1,0,0,0,0
Q14532,0,0,1,0,0,0,0,0
Q14554,1,0,0,0,0,0,0,0
Q14558,0,0,0,1,1,0,0,0
Q14562,0,0,0,1,1,0,0,1
Q14563,1,0,0,0,0,0,0,0
Q14566,1,1,1,1,1,1,0,0
Q14571,1,0,0,1,0,0,0,0
Q14573,0,0,0,1,0,0,0,0
Q14574,0,1,1,0,0,0,0,0
Q14576,0,0,0,1,0,0,0,0
Q14596,1,0,0,1,0,0,0,0
Q14642,1,0,0,0,0,0,0,0
Q14644,1,0,0,0,0,0,0,1
Q14651,1,1,0,1,0,1,1,1
Q14653,0,0,1,0,0,0,0,0
Q14657,0,0,0,0,1,0,0,0
Q14669,1,1,0,1,0,1,0,0
Q14671,1,1,1,1,1,1,0,1
Q14674,0,0,0,1,0,0,0,0
Q14676,0,1,0,0,0,1,1,1
Q14677,1,1,0,1,1,1,0,1
Q14678,1,1,0,1,0,1,0,0
Q14680,1,1,1,1,0,1,0,0
Q14683,1,1,1,1,1,1,0,1
Q14684,1,1,0,1,1,1,1,1
Q14687,0,0,1,0,0,0,0,0
Q14689,1,0,0,0,0,0,0,0
Q14690,0,0,1,1,0,0,1,1
Q14692,0,0,0,1,1,0,0,1
