gene,¦Â2AR-APEX2(BI167107),DOR-APEX2,CCDC68,CCDC120,LiMoCentrosome,Endosomal-APEX2,AT1R-APEX2(AngII),AT1R-APEX2(TRV027)
O94901,1,1,0,0,0,1,0,0
O94903,1,0,1,1,0,0,0,0
O94905,1,1,1,1,1,1,0,0
O94906,0,0,1,1,0,0,0,1
O94910,1,0,0,0,0,0,0,1
O94913,0,0,0,1,0,0,0,0
O94915,1,0,0,0,0,0,0,0
O94916,1,0,0,0,0,0,0,0
O94919,1,1,0,0,0,1,0,0
O94923,1,0,0,0,0,0,0,0
O94925,0,0,1,1,0,0,0,0
O94927,1,0,0,1,1,0,0,0
O94952,0,0,0,1,0,0,0,0
O94955,1,0,0,0,0,0,0,0
O94964,0,1,0,1,0,1,0,0
O94966,1,1,1,0,0,1,0,0
O94967,0,0,1,0,0,0,0,0
O94973,0,1,1,1,1,0,0,0
O94979,1,1,1,1,1,1,0,1
O94985,1,0,0,0,0,0,0,0
O94986,0,0,0,0,1,0,0,0
O94992,1,1,0,1,0,1,0,0
O95057,1,0,1,0,0,0,0,0
O95067,1,0,0,0,0,0,0,0
O95070,0,0,0,1,0,0,0,0
O95071,0,1,0,1,1,0,0,0
O95081,0,0,0,0,0,0,1,0
O95084,0,0,0,1,0,0,0,0
O95104,0,0,0,0,0,0,1,1
O95140,0,0,1,0,0,0,0,0
O95147,0,0,0,1,0,0,0,0
O95149,1,0,1,0,0,0,0,0
O95155,0,0,1,0,0,0,0,0
O95158,1,0,0,0,0,0,0,0
O95163,1,1,1,1,0,1,0,0
O95169,1,0,0,1,0,0,0,0
O95185,1,0,0,0,0,0,0,0
O95196,1,0,0,0,0,0,0,0
O95197,1,1,0,1,1,1,1,1
O95202,0,0,0,1,1,0,0,0
O95208,1,1,0,1,0,0,0,0
O95218,1,0,0,1,0,0,1,1
O95219,1,0,0,0,0,0,0,0
O95232,1,1,0,1,0,1,1,1
O95235,0,1,0,1,1,1,0,0
O95236,0,1,0,0,0,1,0,0
O95239,0,0,1,0,1,0,0,0
O95243,0,0,0,1,0,0,0,0
O95248,1,1,0,1,0,1,0,0
O95251,0,0,0,1,0,0,0,1
O95273,1,0,0,0,0,0,0,0
O95292,1,0,0,1,1,0,0,0
O95295,1,0,0,0,1,0,0,0
O95297,1,1,0,0,0,1,1,1
O95299,0,0,1,1,0,0,0,0
O95302,1,0,0,1,0,0,0,0
O95336,1,0,1,0,1,0,0,0
O95340,0,0,0,1,0,0,0,1
O95347,1,1,1,1,1,1,0,0
O95352,0,0,1,0,0,0,0,0
O95359,1,0,1,0,0,0,0,0
O95363,0,0,1,1,0,0,0,0
O95365,0,0,0,1,0,0,0,0
O95372,1,0,0,0,0,0,0,0
O95373,1,1,1,1,1,1,0,0
O95376,1,0,1,0,0,0,0,0
O95389,1,0,0,0,0,0,0,1
O95391,0,0,0,1,0,0,0,0
O95394,1,1,1,1,1,1,0,0
O95400,0,0,0,1,0,0,0,0
O95405,1,1,0,0,0,1,0,1
O95415,1,0,0,0,0,0,0,0
O95425,1,1,0,1,0,1,0,1
O95427,1,0,0,0,0,0,0,0
O95428,0,0,0,1,0,0,0,0
O95429,1,0,1,1,0,0,0,0
O95433,1,1,1,1,1,1,0,0
O95456,1,0,1,1,1,0,0,0
O95461,1,0,0,0,0,0,0,0
O95470,1,0,0,0,1,0,0,0
O95478,0,1,1,1,0,1,1,1
O95479,1,0,0,0,0,0,0,0
O95486,1,1,1,1,1,1,0,1
O95487,1,1,1,1,0,1,0,0
O95490,1,1,0,0,0,1,1,1
O95544,1,0,0,0,0,0,0,0
O95562,0,0,0,0,0,0,1,0
O95563,0,0,0,0,1,0,0,0
O95573,0,1,1,1,1,1,0,0
O95602,0,0,0,1,0,0,0,0
O95613,1,0,0,1,0,0,0,0
O95619,0,0,0,1,0,0,0,0
O95625,0,0,0,1,0,0,0,0
O95628,0,0,1,1,0,0,0,0
O95630,1,0,0,0,0,0,0,0
O95631,1,0,0,0,0,0,0,0
O95639,0,0,0,1,0,0,0,0
O95644,0,1,0,0,0,1,0,0
O95671,0,0,1,1,0,0,0,0
O95672,1,0,0,1,0,0,0,0
O95674,1,0,0,0,1,0,0,0
O95677,1,1,0,1,0,1,0,0
O95678,0,0,1,0,0,0,0,0
O95684,1,0,0,0,1,0,0,0
O95685,1,0,0,0,0,0,0,0
O95696,0,0,0,0,1,0,0,0
O95714,0,1,0,0,1,1,0,0
O95721,1,1,1,1,1,1,1,1
O95747,0,1,1,0,0,1,0,0
O95757,1,1,1,1,1,1,0,1
O95758,0,0,1,1,0,0,0,0
O95772,1,0,1,0,1,0,0,0
O95782,1,1,1,1,0,1,0,0
O95793,1,1,0,1,1,1,1,1
O95801,1,0,1,0,1,0,0,0
O95816,1,1,1,1,1,1,0,0
O95817,1,1,1,1,1,1,1,1
O95819,1,1,1,0,0,1,0,1
O95831,0,0,1,1,1,0,0,0
O95832,1,0,0,0,0,0,0,0
O95835,1,0,0,0,0,0,0,1
O95861,1,0,1,1,1,0,0,0
O95864,1,0,0,0,0,0,1,1
O95881,1,0,0,0,0,0,0,0
O95897,1,0,0,0,0,0,0,0
O95900,0,0,0,1,0,0,0,0
O95905,1,0,0,0,0,0,0,0
O95926,0,0,0,1,0,0,0,0
O95968,0,0,1,0,0,0,0,0
O95969,0,0,1,0,0,0,0,0
O95980,1,0,0,0,0,0,0,0
O95983,0,0,0,1,0,0,0,0
O95985,0,0,1,1,0,0,0,0
O95989,1,0,0,0,0,0,0,0
O95999,1,0,0,0,0,0,0,0
O96000,0,0,0,1,1,0,0,0
O96005,1,1,0,0,1,0,0,0
O96007,1,0,1,0,1,0,0,0
O96008,1,1,1,1,1,1,0,0
O96013,1,1,1,0,1,1,1,1
O96017,0,0,1,0,0,0,0,0
O96019,1,0,1,1,1,0,0,0
O96028,0,0,0,1,0,0,0,1
P00167,1,0,0,0,0,0,0,0
P00338,1,1,1,1,1,1,1,1
P00367,0,0,1,1,1,0,0,0
P00374,0,1,0,0,1,1,0,0
P00387,1,0,1,1,1,0,0,1
P00390,1,0,1,1,1,0,1,1
P00395,0,0,0,0,1,0,0,0
P00403,0,1,0,1,1,1,0,1
P00441,1,0,0,1,1,0,1,1
P00491,1,0,1,0,1,0,0,0
P00492,1,1,1,1,1,1,0,1
P00505,1,0,0,1,1,0,1,1
P00519,1,0,0,0,0,0,0,0
P00533,1,1,0,1,0,1,0,1
P00558,1,1,1,1,1,0,1,1
P00738,0,0,1,0,0,0,0,0
P00750,1,0,0,1,0,0,0,0
P00846,0,0,0,1,0,0,0,0
P00918,0,0,1,1,1,0,0,0
P00966,0,0,1,1,0,0,0,0
P01023,0,0,0,1,0,0,0,0
P01024,0,0,0,1,0,0,0,0
P01033,1,0,0,0,0,0,0,0
P01034,1,0,1,0,0,0,0,0
P01040,0,0,1,1,1,0,0,0
P01111,1,0,0,1,1,0,1,1
P01112,1,0,0,0,0,0,0,0
P01116,1,0,0,0,1,0,0,0
P01130,1,0,0,1,0,0,0,0
P01137,1,0,0,0,0,0,0,0
P01215,1,0,0,0,0,0,0,0
P01591,0,0,1,0,0,0,0,0
P01766,0,0,1,0,0,0,0,0
P01768,0,0,0,1,0,0,0,0
P01833,0,0,1,0,0,0,0,0
P01834,0,0,1,0,0,0,0,0
P01857,0,0,0,1,0,0,0,0
P01860,0,0,1,0,0,0,0,0
P01876,0,0,1,0,0,0,0,0
P01889,1,0,1,0,0,0,0,1
P01891,0,0,0,1,0,0,0,0
P01911,1,0,0,0,0,0,0,0
P02008,0,0,0,1,0,0,0,0
P02452,1,0,0,0,0,0,0,0
P02458,1,0,0,0,0,0,0,0
P02462,1,1,0,0,0,0,0,0
P02533,0,0,1,1,0,0,0,0
P02538,0,0,1,1,0,0,0,0
P02545,1,1,1,1,1,1,1,1
P02549,0,0,0,1,0,0,0,0
P02686,1,0,0,0,0,0,0,0
P02751,1,0,0,0,0,0,0,0
P02765,0,0,1,1,0,0,0,0
P02768,0,0,1,1,1,0,0,0
P02786,1,1,1,1,1,1,1,1
P02788,0,0,1,1,0,0,0,0
P02792,0,0,0,1,0,0,0,0
P02794,0,0,0,1,1,0,0,0
P03905,0,0,0,0,1,0,0,0
P03915,0,0,0,0,1,0,0,0
P03973,0,0,1,0,0,0,0,0
P03989,0,0,0,1,0,0,0,0
P04003,0,0,0,1,0,0,0,0
P04004,0,0,0,1,0,0,0,0
P04035,1,1,0,0,0,1,0,0
P04040,1,1,1,1,1,1,1,1
P04049,1,0,0,1,0,0,0,0
P04062,1,0,0,1,1,0,0,0
P04066,1,0,0,0,0,0,0,0
P04075,1,1,1,1,1,1,1,1
P04080,1,1,0,0,1,1,1,1
P04083,1,1,1,1,0,1,0,0
P04114,0,0,0,1,1,0,0,0
P04150,1,1,0,0,0,1,0,0
P04156,1,0,0,1,0,0,0,0
P04179,0,0,0,1,0,0,0,0
P04181,0,0,0,0,1,0,0,0
P04183,1,1,1,0,0,1,1,1
P04207,0,0,0,1,0,0,0,0
P04259,0,1,1,1,0,0,0,0
P04264,0,1,1,1,0,1,0,0
P04350,0,1,1,1,1,0,0,0
P04406,1,1,1,1,1,1,1,1
P04439,1,1,0,0,0,1,1,1
P04626,1,0,0,0,0,0,0,1
P04632,1,1,0,1,1,1,0,0
P04637,1,1,1,0,1,1,0,1
P04792,1,1,1,1,1,1,0,1
P04818,1,1,1,0,1,1,0,0
P04843,1,1,1,1,1,1,0,1
P04844,1,1,1,1,1,1,0,0
P04899,1,1,0,1,1,1,1,1
P04920,1,0,0,0,1,0,1,1
P05023,1,1,1,1,1,1,1,1
P05026,1,1,0,1,1,1,0,0
P05067,1,1,0,0,0,1,1,1
P05089,0,0,1,0,1,0,0,0
P05090,0,0,1,1,0,0,0,0
P05091,0,0,0,0,1,0,0,0
P05107,0,0,0,1,0,0,0,0
P05109,0,1,1,1,0,1,0,0
P05114,0,0,0,0,0,0,1,1
P05141,0,1,1,1,1,1,0,0
P05165,1,1,1,0,1,1,1,1
P05166,0,1,1,0,0,1,1,1
P05187,0,0,0,1,0,0,0,0
P05198,1,1,1,1,1,1,0,0
P05204,0,0,0,0,0,0,1,1
P05362,0,0,0,1,0,0,0,0
P05386,0,1,0,1,0,1,0,0
P05387,1,1,0,1,0,1,0,0
P05388,0,1,1,1,1,0,0,0
P05412,0,0,1,0,0,0,0,0
P05455,0,0,0,1,1,0,1,1
P05549,0,0,0,1,0,0,0,0
P05556,1,1,1,1,0,1,1,1
P05783,0,1,1,1,0,1,0,0
P05787,0,0,1,1,0,0,0,0
P06213,1,1,0,0,0,1,0,1
P06241,1,1,0,1,0,1,1,1
P06280,1,0,0,0,0,0,0,0
P06310,0,0,0,1,0,0,0,0
P06340,1,0,0,0,0,0,0,0
P06400,0,0,0,0,1,0,0,0
P06493,1,1,1,1,1,1,0,1
P06576,1,1,1,1,1,1,0,0
P06702,0,0,1,1,1,0,0,0
P06730,0,0,0,1,1,0,0,0
P06732,0,1,0,0,0,1,0,0
P06733,1,1,1,1,1,1,1,1
P06737,1,1,1,1,1,1,0,0
P06744,1,0,1,1,0,0,0,1
P06746,0,0,0,1,0,0,0,0
P06748,1,1,1,1,1,1,1,1
P06753,1,1,1,1,1,1,1,1
P06756,1,1,0,1,0,1,0,0
P06858,1,0,0,0,0,0,0,0
P06865,1,0,0,0,1,0,0,0
P06899,0,0,0,1,0,0,0,0
P07099,0,0,0,0,1,0,0,0
P07195,1,1,1,1,1,1,1,1
P07196,1,0,0,0,1,0,0,0
P07197,0,0,0,0,1,0,0,0
P07199,0,0,0,1,0,0,0,0
P07225,1,0,0,0,0,0,0,0
P07237,1,1,0,1,1,1,1,1
P07305,0,1,0,1,1,1,1,1
P07339,0,0,1,1,1,0,0,0
P07355,1,1,1,1,1,1,1,1
P07384,1,0,1,0,1,0,0,0
P07437,1,1,1,1,1,1,0,0
P07550,1,1,0,0,0,0,0,0
P07602,1,0,0,1,0,0,0,0
P07686,1,0,0,1,0,0,0,0
P07711,1,0,0,1,0,0,0,0
P07737,1,1,0,1,1,1,1,1
P07741,1,1,1,1,1,0,0,1
P07814,1,1,1,1,1,1,1,1
P07858,1,0,0,1,0,0,0,0
P07900,1,1,1,1,1,1,1,1
P07910,1,1,0,1,1,1,1,1
P07942,1,1,0,1,0,1,0,0
P07947,1,1,0,1,1,1,1,1
P07948,1,1,0,1,0,1,1,1
P07951,0,0,0,1,0,0,0,0
P07954,0,0,1,1,1,0,0,0
P08047,0,0,1,0,0,0,0,0
P08069,1,1,0,0,0,1,0,1
P08107,1,1,0,0,0,1,1,1
P08123,1,0,0,0,0,0,0,0
P08133,1,1,1,1,1,1,1,1
P08134,1,0,1,1,1,0,1,0
P08138,1,0,0,0,0,0,0,0
P08174,1,0,0,1,0,0,0,0
P08183,1,0,0,0,0,0,0,1
P08195,1,1,1,1,1,1,0,1
P08236,1,0,0,0,0,0,0,0
P08237,1,1,1,1,0,1,0,0
P08238,1,1,1,1,1,1,1,1
P08240,1,1,1,1,1,1,0,1
P08243,1,1,1,1,1,1,1,0
P08247,1,0,1,0,0,0,1,1
P08559,0,0,0,1,1,0,0,0
P08572,1,1,0,0,0,1,0,0
P08574,0,0,0,1,0,0,0,0
P08579,0,0,0,1,0,0,1,1
P08581,1,0,0,0,0,0,1,1
P08582,1,0,0,0,0,0,0,0
P08621,1,1,0,1,0,1,1,1
P08648,1,0,0,1,0,0,0,0
P08651,0,0,0,1,0,0,0,0
P08670,1,1,1,1,1,1,1,1
P08708,0,0,0,1,1,0,0,0
P08727,0,1,1,0,0,1,0,0
P08729,0,0,0,1,0,0,0,0
P08754,1,1,1,1,0,1,1,1
P08758,1,0,1,1,1,0,1,1
P08779,0,0,1,1,0,0,0,0
P08842,1,0,0,0,0,0,0,0
P08865,1,1,1,1,1,1,0,1
P08962,1,0,0,1,0,0,0,0
P09001,0,0,0,1,1,0,0,0
P09012,1,0,0,1,0,0,1,1
P09038,0,0,0,1,0,0,0,0
P09110,0,0,0,0,1,0,0,0
P09132,1,1,0,0,0,1,1,1
P09211,0,1,1,1,1,1,0,0
P09234,1,0,0,1,0,0,0,0
P09417,1,0,1,0,0,0,0,0
P09429,1,0,0,1,1,0,1,1
P09471,1,0,0,0,0,0,0,1
P09493,1,0,0,1,0,0,0,1
P09496,1,1,1,1,1,1,1,1
P09497,1,0,0,1,0,0,1,1
P09525,1,0,1,1,1,0,0,0
P09543,1,0,1,1,1,0,1,1
P09622,0,0,1,1,1,0,0,1
P09651,1,1,1,1,1,1,1,1
P09661,0,0,0,1,1,0,0,0
P09874,1,1,1,1,1,1,1,1
P09884,1,1,1,1,0,1,0,0
P09914,0,0,0,1,0,0,0,0
P09936,1,0,1,1,1,0,1,1
P09958,1,0,0,0,0,0,0,0
P09960,1,0,1,1,1,0,1,1
P09972,1,1,1,1,1,1,0,1
P0C0L4,0,0,0,1,0,0,0,0
P0C0S5,0,0,0,0,1,0,0,0
P0C0S8,0,0,0,1,0,0,0,0
P0C2W1,0,0,0,1,0,0,0,0
P0C7P4,0,0,1,1,0,0,0,0
P0CAP2,0,0,0,1,0,0,0,0
P0CB38,0,0,0,1,0,0,0,0
P0CG08,1,0,0,0,0,0,0,0
P0CG12,0,0,1,1,0,0,0,0
P0CG38,0,0,0,1,0,0,0,0
P0CG39,0,0,0,1,0,0,0,0
P0CW22,1,0,0,0,0,0,1,1
P0DI83,0,0,0,1,0,0,0,0
P0DJD1,1,0,0,0,0,0,0,0
P0DME0,0,0,0,1,0,0,0,0
P0DMU6,0,0,0,1,0,0,0,0
P0DMV8,0,0,0,0,1,0,0,0
P0DMV9,0,0,1,1,0,0,0,0
P0DP24,0,0,0,0,1,0,0,0
P10070,1,0,1,0,0,0,0,0
P10071,0,1,1,0,0,1,0,0
P10114,0,0,0,0,1,0,0,0
P10155,1,0,1,1,1,0,0,0
P10253,1,0,0,0,1,0,0,0
P10275,0,0,0,1,0,0,0,0
P10301,1,0,0,0,0,0,0,0
P10321,1,1,1,0,0,1,0,0
P10398,1,0,0,0,0,0,0,0
P10412,1,1,0,0,0,1,1,1
P10515,0,0,1,1,1,0,0,0
P10586,1,1,0,1,0,1,0,1
P10599,1,1,1,1,1,1,1,1
P10606,0,0,0,0,1,0,0,0
P10619,1,0,0,0,0,0,0,0
P10620,1,0,0,0,1,0,0,0
P10636,1,0,0,0,0,0,0,0
P10644,1,1,1,1,1,1,0,0
P10646,0,0,0,1,0,0,0,0
P10746,0,0,1,0,0,0,0,0
P10768,1,0,0,0,1,0,0,1
P10809,1,0,1,1,1,0,1,1
P10909,1,0,0,0,0,0,0,0
P11021,1,1,1,1,1,1,1,1
P11047,1,1,0,1,0,1,0,0
P11117,1,0,0,0,0,0,0,0
P11142,1,1,1,1,1,1,1,1
P11166,1,0,1,1,1,0,0,1
P11171,1,1,1,1,0,1,1,1
P11172,1,0,1,1,1,0,0,0
P11177,0,0,1,1,1,0,0,0
P11182,0,0,0,1,0,0,0,0
P11216,1,1,1,0,1,1,1,0
P11233,1,1,1,0,1,1,1,1
P11234,1,0,0,0,0,0,1,1
P11274,1,1,1,0,1,1,0,1
P11279,1,1,0,1,1,1,1,0
P11309,0,0,1,0,0,0,0,0
P11310,0,0,1,1,0,0,0,0
P11362,1,0,0,0,0,0,0,0
P11387,1,1,0,1,1,0,1,1
P11388,1,1,1,1,1,1,1,1
P11413,1,1,1,1,1,1,0,0
P11498,1,1,1,1,1,1,1,1
P11532,1,1,0,0,0,1,0,0
P11586,1,1,1,1,1,1,0,1
P11717,1,1,0,1,1,0,0,0
P11766,1,0,0,0,1,0,0,0
P11802,1,1,1,1,1,1,0,1
P11908,0,0,1,1,1,0,0,0
P11940,1,1,1,1,1,1,1,1
P12004,1,1,1,1,1,1,0,1
P12081,1,1,1,1,1,1,1,1
P12109,1,0,0,0,0,0,0,0
P12110,1,0,0,0,0,0,0,0
P12235,0,1,0,1,1,1,0,0
P12236,1,1,1,1,1,1,1,1
P12268,1,1,1,1,0,1,0,1
P12270,0,1,0,1,1,1,0,0
P12273,0,0,1,0,1,0,0,0
P12277,1,1,1,1,1,1,1,1
P12429,0,0,0,1,0,0,0,0
P12532,1,0,1,0,0,0,0,0
P12694,0,0,1,0,0,0,0,0
P12814,1,1,1,1,1,1,1,1
P12821,0,0,0,1,0,0,0,0
P12830,1,1,0,0,0,0,0,0
P12882,0,1,0,0,0,0,0,0
P12883,0,1,0,0,0,0,0,0
P12931,1,1,1,0,0,0,0,1
P12955,1,1,1,0,1,1,0,0
P12956,1,0,1,1,1,0,1,1
P13010,0,1,1,1,1,1,0,1
P13073,1,0,0,0,0,0,0,0
P13196,0,0,1,0,0,0,0,0
P13284,1,0,0,1,0,0,0,0
P13473,1,0,0,0,1,0,0,0
P13489,1,1,1,1,1,1,0,1
P13497,1,0,0,0,0,0,0,0
P13591,1,0,0,0,0,0,0,0
P13611,1,0,0,0,0,0,0,0
P13612,1,0,0,0,0,0,0,1
P13637,1,0,0,0,0,0,1,1
P13639,1,1,1,1,1,1,1,1
P13640,1,0,0,0,0,0,1,1
P13645,0,0,1,1,0,0,0,0
P13646,0,0,1,1,0,0,0,0
P13647,0,0,1,1,0,0,0,0
P13667,1,1,1,1,0,1,0,1
P13674,1,1,0,1,0,1,0,0
P13693,1,1,1,1,0,1,1,1
P13747,1,0,0,0,0,0,0,0
P13796,1,0,0,0,0,0,1,1
P13797,1,1,1,1,1,1,1,1
P13798,0,0,1,1,0,0,0,0
P13804,0,1,1,1,1,1,0,0
P13807,1,1,1,0,1,1,0,0
P13861,1,1,1,1,1,1,0,1
P13984,0,0,0,1,0,0,0,0
P13987,1,0,0,1,0,0,0,0
P13995,0,0,1,1,0,0,0,0
P14174,1,1,0,1,1,1,0,1
P14314,1,1,0,1,0,0,0,0
P14324,1,1,0,1,1,1,0,0
P14373,1,0,1,1,0,0,0,0
P14384,0,0,0,1,0,0,0,0
P14543,1,0,0,0,0,0,0,0
P14550,1,0,1,1,0,0,0,0
P14555,0,0,1,0,0,0,0,0
P14618,1,1,1,1,1,1,1,1
P14625,1,1,1,1,1,1,1,1
P14635,1,1,0,1,1,1,1,1
P14649,1,0,0,1,0,0,0,0
P14678,1,0,1,1,0,0,1,1
P14735,1,0,1,1,0,0,0,0
P14854,1,0,0,0,0,0,0,0
P14866,1,1,1,1,1,1,1,1
P14868,1,1,1,1,1,1,1,1
P14923,0,1,1,1,1,1,0,0
P15056,1,0,1,0,0,0,0,1
P15104,1,1,1,0,0,1,0,0
P15121,1,0,0,1,1,0,0,1
P15151,1,1,0,0,0,1,0,0
P15153,1,0,0,0,0,0,0,0
P15170,1,1,1,1,0,1,1,1
P15260,1,0,0,0,0,0,0,0
P15289,1,0,0,0,0,0,0,0
P15291,0,0,0,1,0,0,0,0
P15311,1,1,1,1,1,1,1,1
P15328,0,0,0,1,0,0,0,0
P15374,1,0,1,0,0,0,0,0
P15408,0,0,0,1,0,0,0,0
P15529,1,0,0,0,0,0,1,1
P15531,1,1,0,1,1,1,0,0
P15586,1,0,0,0,0,0,0,0
P15735,0,0,0,1,0,0,0,0
P15848,1,0,0,0,0,0,0,0
P15880,1,1,1,1,1,1,1,1
P15924,0,1,1,1,1,1,0,0
P15927,1,0,1,1,1,0,0,1
P16035,1,0,0,1,0,0,0,0
P16070,0,0,0,1,0,0,0,0
P16104,0,1,1,0,0,1,1,1
P16152,1,0,1,1,1,0,0,0
P16220,0,0,0,1,0,0,0,0
P16278,1,0,0,0,1,0,0,0
P16298,1,0,0,1,0,0,0,0
P16333,1,0,0,0,0,0,0,0
P16383,0,0,0,1,0,0,0,0
P16401,0,0,0,1,0,0,0,0
P16402,0,0,1,1,1,0,1,1
P16403,0,1,0,0,0,1,1,1
P16422,1,1,0,0,0,0,1,1
P16435,0,0,0,1,1,0,0,0
P16520,0,0,1,0,0,0,0,0
P16615,1,1,1,1,1,1,1,1
P16870,1,0,0,0,0,0,0,0
P16885,1,0,1,0,0,0,0,0
P16930,0,0,1,1,1,0,0,0
P16989,1,1,1,1,0,1,1,1
P17020,0,0,0,1,0,0,0,0
P17025,0,0,0,1,0,0,0,0
P17050,1,0,0,0,0,0,0,0
P17066,0,0,0,1,0,0,0,0
P17096,1,0,0,1,0,0,1,1
P17152,1,0,0,0,0,0,0,0
P17174,0,0,0,1,1,0,0,0
P17181,1,0,0,0,0,0,0,0
P17252,1,0,0,0,0,0,1,0
P17275,0,0,0,1,0,0,0,0
P17301,1,1,0,0,0,1,0,0
P17302,1,0,0,0,0,0,1,1
P17480,0,0,0,1,0,0,0,0
P17481,0,0,0,1,0,0,0,0
P17535,0,0,0,1,0,0,0,0
P17612,1,1,1,1,1,1,0,0
P17655,1,1,1,1,1,1,0,0
P17661,1,0,0,0,0,0,0,0
P17812,1,1,1,1,1,1,1,1
P17844,1,1,1,1,0,1,1,1
P17858,1,1,1,1,0,1,0,0
P17900,1,0,0,0,0,0,0,0
P17931,1,0,1,1,0,0,1,1
P17948,1,0,0,0,0,0,0,0
P17980,1,1,1,1,0,1,0,0
P17987,1,1,1,1,1,1,1,1
P18031,1,1,1,0,1,1,1,1
P18065,1,0,0,0,0,0,0,0
P18074,0,0,1,1,0,0,0,0
P18075,1,0,0,0,0,0,0,0
P18077,1,1,0,0,1,1,1,1
P18084,1,0,0,1,0,0,0,0
P18085,1,1,0,1,1,1,1,1
P18124,1,1,1,1,1,1,1,1
P18206,1,1,1,1,1,1,1,1
P18433,1,1,0,0,0,0,0,1
P18564,0,1,0,0,0,1,0,0
P18583,1,0,0,0,1,0,1,1
P18615,0,0,0,1,0,0,0,0
P18621,1,1,1,1,0,1,1,1
P18669,1,1,1,1,1,1,1,1
P18754,0,0,1,1,1,0,1,1
P18827,1,0,0,0,0,0,0,0
P18850,1,1,0,1,0,1,0,0
P18887,1,0,0,1,0,0,0,0
P19013,0,0,0,1,0,0,0,0
P19021,1,0,0,0,0,0,0,0
P19022,1,1,1,0,0,1,0,1
P19174,1,1,1,0,0,1,0,0
P19256,1,0,0,0,0,0,0,0
P19338,1,0,0,1,1,0,1,1
P19367,0,1,1,1,0,1,0,0
P19387,1,0,0,1,1,0,0,0
P19388,0,0,1,1,0,0,0,0
P19404,0,0,0,1,0,0,0,0
P19447,0,0,0,1,0,0,0,0
P19525,1,1,0,1,1,1,0,0
P19623,1,0,1,1,1,0,0,0
P19634,1,0,0,0,0,0,0,1
P19784,1,1,1,1,1,1,0,0
P19838,1,1,1,1,0,1,0,0
P19971,0,0,0,1,0,0,0,0
P20020,1,1,1,1,1,1,1,1
P20023,1,0,0,0,0,0,0,0
P20036,1,0,0,0,0,0,0,0
P20042,0,0,1,1,1,0,1,1
P20073,1,1,1,1,1,1,1,1
P20248,1,0,0,0,0,0,0,0
P20290,1,0,0,1,0,0,1,1
P20338,1,0,0,0,1,0,0,0
P20339,1,1,1,1,1,1,0,0
P20340,1,0,1,1,1,0,0,1
P20585,0,0,1,0,1,0,0,0
P20618,1,0,1,1,1,0,0,1
P20645,1,1,1,0,0,0,0,0
P20648,0,0,0,0,0,0,1,0
P20671,1,0,0,0,0,0,1,1
P20674,0,0,0,0,1,0,0,0
P20700,1,0,1,1,1,0,0,1
P20719,0,0,0,1,0,0,0,0
P20742,1,0,0,0,0,0,0,0
P20810,1,1,0,0,1,1,1,1
P20839,1,0,0,1,1,0,0,0
P20908,1,0,0,1,0,0,0,0
P20929,0,1,0,0,0,1,0,0
P20930,0,0,1,1,1,0,0,0
P20933,1,0,0,0,0,0,0,0
P20936,1,0,1,0,1,0,0,0
P21127,0,0,0,1,0,0,1,1
P21266,1,1,1,1,1,1,0,0
P21281,1,1,1,1,1,1,0,1
P21283,1,0,1,1,0,0,0,0
P21291,1,1,0,1,0,1,0,0
P21333,1,1,1,1,1,1,1,1
P21359,1,1,0,0,1,1,0,1
P21399,0,0,0,1,1,0,0,0
P21589,0,0,0,1,0,0,0,0
P21796,0,1,0,1,1,1,0,1
P21802,1,0,0,0,0,0,0,1
P21817,0,0,0,1,0,0,0,0
P21912,0,0,0,1,1,0,0,0
P21926,1,0,0,1,0,0,1,1
P22004,1,0,0,0,0,0,0,0
P22059,1,1,1,0,1,1,0,0
P22061,1,1,1,1,1,1,1,1
P22087,1,1,1,1,1,1,1,1
P22102,1,1,1,1,1,1,1,1
P22223,0,1,0,0,0,1,0,0
P22234,1,1,1,1,1,1,1,1
P22304,1,0,0,0,0,0,0,0
P22307,0,0,0,0,1,0,0,0
P22314,1,1,1,1,0,1,1,1
P22392,1,1,0,0,1,1,1,1
P22413,1,0,0,0,0,0,0,0
P22528,1,0,0,0,0,0,0,0
P22570,0,0,1,1,0,0,0,0
P22626,1,1,1,1,1,1,1,1
P22670,0,0,1,1,0,0,0,0
P22681,1,1,1,0,1,1,0,0
P22694,0,0,0,1,0,0,0,0
P22695,0,1,1,1,1,1,0,1
P22735,0,0,1,0,0,0,0,0
P23229,1,1,0,0,0,1,1,1
P23246,1,1,1,1,1,1,1,1
P23258,0,1,1,1,1,1,0,0
P23284,1,0,0,1,1,0,1,1
P23352,1,0,0,0,0,0,0,0
P23368,0,0,1,1,1,0,0,1
P23378,0,0,0,1,0,0,0,0
P23381,1,1,1,1,1,1,0,0
P23396,1,1,1,1,1,1,1,1
P23443,0,0,1,0,0,0,0,0
P23458,1,1,0,0,0,1,1,1
P23467,0,0,0,1,0,0,0,0
P23470,1,0,0,0,0,0,0,0
P23490,0,0,1,0,0,0,0,0
P23508,1,1,0,0,0,1,0,1
P23526,1,1,1,1,1,1,1,1
P23527,0,0,0,0,1,0,0,0
P23528,1,1,0,1,1,1,1,1
P23588,1,1,1,1,0,1,1,1
P23634,1,1,1,0,0,1,0,1
P23760,0,0,0,1,0,0,0,0
P23919,0,0,0,1,0,0,0,0
