gene,AT1R-APEX2(AngII),AT1R-APEX2(TRV027),β2AR-APEX2(BI167107),Endosomal-APEX2,DOR-APEX2,CCDC68,CCDC120
O95070,0,0,0,0,0,0,1
O95071,0,0,0,0,1,0,1
O95081,1,0,0,0,0,0,0
O95084,0,0,0,0,0,0,1
O95104,1,1,0,0,0,0,0
O95140,0,0,0,0,0,1,0
O95147,0,0,0,0,0,0,1
O95149,0,0,1,0,0,1,0
O95155,0,0,0,0,0,1,0
O95158,0,0,1,0,0,0,0
O95163,0,0,1,1,1,1,1
O95169,0,0,1,0,0,0,1
O95185,0,0,1,0,0,0,0
O95196,0,0,1,0,0,0,0
O95197,1,1,1,1,1,0,1
O95202,0,0,0,0,0,0,1
O95208,0,0,1,0,1,0,1
O95218,1,1,1,0,0,0,1
O95219,0,0,1,0,0,0,0
O95232,1,1,1,1,1,0,1
O95235,0,0,0,1,1,0,1
O95236,0,0,0,1,1,0,0
O95239,0,0,0,0,0,1,0
O95243,0,0,0,0,0,0,1
O95248,0,0,0,1,1,0,1
O95248-4,0,0,1,0,0,0,0
O95251,0,1,0,0,0,0,1
O95273,0,0,1,0,0,0,0
O95292,0,0,1,0,0,0,1
O95295,0,0,1,0,0,0,0
O95297,1,1,1,1,1,0,0
O95299,0,0,0,0,0,1,1
O95302,0,0,1,0,0,0,1
O95336,0,0,1,0,0,1,0
O95340,0,0,0,0,0,0,1
O95340-2,0,1,0,0,0,0,0
O95347,0,0,1,1,1,1,1
O95352,0,0,0,0,0,1,0
O95359,0,0,1,0,0,1,0
O95363,0,0,0,0,0,1,1
O95365,0,0,0,0,0,0,1
O95372,0,0,1,0,0,0,0
O95373,0,0,1,1,1,1,1
O95376,0,0,1,0,0,1,0
O95389-2,0,1,1,0,0,0,0
O95391,0,0,0,0,0,0,1
O95394,0,0,0,1,1,1,1
O95394-4,0,0,1,0,0,0,0
O95400,0,0,0,0,0,0,1
O95405,0,1,1,1,1,0,0
O95415,0,0,1,0,0,0,0
O95425,0,1,1,1,1,0,1
O95427,0,0,1,0,0,0,0
O95428,0,0,0,0,0,0,1
O95429,0,0,1,0,0,1,1
O95433,0,0,1,1,1,1,1
O95456,0,0,1,0,0,1,1
O95461,0,0,1,0,0,0,0
O95470,0,0,1,0,0,0,0
O95478,1,1,0,1,1,1,1
O95479,0,0,1,0,0,0,0
O95486,0,1,1,1,1,1,1
O95487,0,0,1,1,1,1,1
O95490,0,0,0,1,1,0,0
O95490-5,0,0,1,0,0,0,0
O95490-6,1,1,0,0,0,0,0
O95544-2,0,0,1,0,0,0,0
O95562,1,0,0,0,0,0,0
O95573,0,0,0,1,1,1,1
O95602,0,0,0,0,0,0,1
O95613,0,0,1,0,0,0,1
O95619,0,0,0,0,0,0,1
O95625,0,0,0,0,0,0,1
O95628,0,0,0,0,0,1,1
O95630,0,0,1,0,0,0,0
O95631,0,0,1,0,0,0,0
O95639,0,0,0,0,0,0,1
O95644,0,0,0,1,1,0,0
O95671,0,0,0,0,0,1,1
O95672,0,0,1,0,0,0,1
O95674,0,0,1,0,0,0,0
O95677,0,0,1,1,1,0,1
O95678,0,0,0,0,0,1,0
O95684,0,0,1,0,0,0,0
O95685,0,0,1,0,0,0,0
O95714,0,0,0,1,1,0,0
O95721,1,1,1,1,1,1,1
O95747,0,0,0,1,1,1,0
O95757,0,1,1,1,1,1,1
O95758,0,0,0,0,0,1,1
O95772,0,0,1,0,0,1,0
O95782,0,0,1,1,1,1,1
O95793,1,1,1,1,1,0,1
O95801,0,0,1,0,0,1,0
O95816,0,0,1,1,1,1,1
O95817,1,1,1,1,1,1,1
O95819,0,0,0,1,1,1,0
O95819-3,0,1,1,0,0,0,0
O95831,0,0,0,0,0,1,1
O95832,0,0,1,0,0,0,0
O95835,0,1,1,0,0,0,0
O95861,0,0,1,0,0,1,1
O95864,1,1,1,0,0,0,0
O95881,0,0,1,0,0,0,0
O95897,0,0,1,0,0,0,0
O95900,0,0,0,0,0,0,1
O95905-3,0,0,1,0,0,0,0
O95926,0,0,0,0,0,0,1
O95968,0,0,0,0,0,1,0
O95969,0,0,0,0,0,1,0
O95980,0,0,1,0,0,0,0
O95983,0,0,0,0,0,0,1
O95985,0,0,0,0,0,1,1
O95989,0,0,1,0,0,0,0
O95999,0,0,1,0,0,0,0
O96000,0,0,0,0,0,0,1
O96005,0,0,1,0,1,0,0
O96007,0,0,1,0,0,1,0
O96008,0,0,1,1,1,1,1
O96013,1,1,1,1,1,1,0
O96017,0,0,0,0,0,1,0
O96019,0,0,1,0,0,1,1
O96028,0,1,0,0,0,0,1
P00167,0,0,1,0,0,0,0
P00338,0,0,0,1,1,1,1
P00338-3,1,1,1,0,0,0,0
P00367,0,0,0,0,0,1,1
P00374,0,0,0,1,1,0,0
P00387,0,0,0,0,0,1,1
P00387-3,0,1,1,0,0,0,0
P00390,1,1,1,0,0,1,1
P00403,0,1,0,1,1,0,1
P00441,1,1,1,0,0,0,1
P00491,0,0,1,0,0,1,0
P00492,0,1,1,1,1,1,1
P00505,1,1,1,0,0,0,1
P00519-2,0,0,1,0,0,0,0
P00533,0,1,1,1,1,0,1
P00558,1,1,1,0,1,1,1
P00738,0,0,0,0,0,1,0
P00750,0,0,1,0,0,0,1
P00846,0,0,0,0,0,0,1
P00918,0,0,0,0,0,1,1
P00966,0,0,0,0,0,1,1
P01023,0,0,0,0,0,0,1
P01024,0,0,0,0,0,0,1
P01033,0,0,1,0,0,0,0
P01034,0,0,1,0,0,1,0
P01040,0,0,0,0,0,1,1
P01111,1,1,1,0,0,0,1
P01112,0,0,1,0,0,0,0
P01116-2,0,0,1,0,0,0,0
P01130,0,0,1,0,0,0,1
P01137,0,0,1,0,0,0,0
P01215,0,0,1,0,0,0,0
P01591,0,0,0,0,0,1,0
P01766,0,0,0,0,0,1,0
P01768,0,0,0,0,0,0,1
P01833,0,0,0,0,0,1,0
P01834,0,0,0,0,0,1,0
P01857,0,0,0,0,0,0,1
P01860,0,0,0,0,0,1,0
P01876,0,0,0,0,0,1,0
P01889,0,1,1,0,0,1,0
P01891,0,0,0,0,0,0,1
P01911,0,0,1,0,0,0,0
P02008,0,0,0,0,0,0,1
P02452,0,0,1,0,0,0,0
P02458,0,0,1,0,0,0,0
P02462,0,0,1,0,1,0,0
P02533,0,0,0,0,0,1,1
P02538,0,0,0,0,0,1,1
P02545,1,1,1,1,1,1,1
P02549,0,0,0,0,0,0,1
P02686,0,0,1,0,0,0,0
P02751-15,0,0,1,0,0,0,0
P02765,0,0,0,0,0,1,1
P02768,0,0,0,0,0,1,1
P02786,1,1,1,1,1,1,1
P02788,0,0,0,0,0,1,1
P02792,0,0,0,0,0,0,1
P02794,0,0,0,0,0,0,1
P03973,0,0,0,0,0,1,0
P03989,0,0,0,0,0,0,1
P04003,0,0,0,0,0,0,1
P04004,0,0,0,0,0,0,1
P04035,0,0,0,1,1,0,0
P04035-3,0,0,1,0,0,0,0
P04040,1,1,1,1,1,1,1
P04049,0,0,0,0,0,0,1
P04049-2,0,0,1,0,0,0,0
P04062,0,0,1,0,0,0,1
P04066,0,0,1,0,0,0,0
P04075,0,0,0,1,1,1,1
P04075-2,1,1,1,0,0,0,0
P04080,1,1,1,1,1,0,0
P04083,0,0,1,1,1,1,1
P04114,0,0,0,0,0,0,1
P04150,0,0,0,1,1,0,0
P04150-3,0,0,1,0,0,0,0
P04156,0,0,1,0,0,0,1
P04179,0,0,0,0,0,0,1
P04183,1,1,1,1,1,1,0
P04207,0,0,0,0,0,0,1
P04259,0,0,0,0,1,1,1
P04264,0,0,0,1,1,1,1
P04350,0,0,0,0,1,1,1
P04406,1,1,1,1,1,1,1
P04439,1,1,1,1,1,0,0
P04626,0,1,1,0,0,0,0
P04632,0,0,1,1,1,0,1
P04637,0,1,1,1,1,1,0
P04792,0,1,1,1,1,1,1
P04818,0,0,1,1,1,1,0
P04843,0,1,1,1,1,1,1
P04844,0,0,1,1,1,1,1
P04899,0,0,0,1,1,0,1
P04899-4,1,1,1,0,0,0,0
P04920,1,1,1,0,0,0,0
P05023,1,1,1,1,1,1,1
P05026,0,0,1,1,1,0,1
P05067,1,1,1,1,1,0,0
P05089,0,0,0,0,0,1,0
P05090,0,0,0,0,0,1,1
P05107,0,0,0,0,0,0,1
P05109,0,0,0,1,1,1,1
P05114,1,1,0,0,0,0,0
P05141,0,0,0,1,1,1,1
P05165,1,1,1,1,1,1,0
P05166,0,0,0,1,1,1,0
P05166-2,1,1,0,0,0,0,0
P05187,0,0,0,0,0,0,1
P05198,0,0,1,1,1,1,1
P05204,1,1,0,0,0,0,0
P05362,0,0,0,0,0,0,1
P05386,0,0,0,1,1,0,1
P05387,0,0,1,1,1,0,1
P05388,0,0,0,0,1,1,1
P05412,0,0,0,0,0,1,0
P05455,1,1,0,0,0,0,1
P05549,0,0,0,0,0,0,1
P05556,1,1,1,1,1,1,1
P05783,0,0,0,1,1,1,1
P05787,0,0,0,0,0,1,1
P06213,0,1,1,1,1,0,0
P06241,1,1,1,1,1,0,1
P06280,0,0,1,0,0,0,0
P06310,0,0,0,0,0,0,1
P06340,0,0,1,0,0,0,0
P06493,0,1,1,1,1,1,1
P06576,0,0,1,1,1,1,1
P06702,0,0,0,0,0,1,1
P06730,0,0,0,0,0,0,1
P06732,0,0,0,1,1,0,0
P06733,1,1,1,1,1,1,1
P06737,0,0,1,1,1,1,1
P06744,0,0,0,0,0,1,1
P06744-2,0,1,1,0,0,0,0
P06746,0,0,0,0,0,0,1
P06748,1,1,1,1,1,1,1
P06753,0,0,0,1,1,1,1
P06753-2,1,1,0,0,0,0,0
P06753-5,0,0,1,0,0,0,0
P06756,0,0,1,1,1,0,1
P06858,0,0,1,0,0,0,0
P06865,0,0,1,0,0,0,0
P06899,0,0,0,0,0,0,1
P07195,1,1,1,1,1,1,1
P07196,0,0,1,0,0,0,0
P07199,0,0,0,0,0,0,1
P07225,0,0,1,0,0,0,0
P07237,1,1,1,1,1,0,1
P07305,1,1,0,1,1,0,1
P07339,0,0,0,0,0,1,1
P07355,0,0,0,1,1,1,1
P07355-2,1,1,1,0,0,0,0
P07384,0,0,1,0,0,1,0
P07437,0,0,1,1,1,1,1
P07550,0,0,1,0,1,0,0
P07602,0,0,0,0,0,0,1
P07602-3,0,0,1,0,0,0,0
P07686,0,0,1,0,0,0,1
P07711,0,0,1,0,0,0,1
P07737,1,1,1,1,1,0,1
P07741,0,1,1,0,1,1,1
P07814,1,1,1,1,1,1,1
P07858,0,0,1,0,0,0,1
P07900,0,0,0,1,1,1,1
P07900-2,1,1,1,0,0,0,0
P07910,0,0,1,1,1,0,1
P07910-2,1,1,0,0,0,0,0
P07942,0,0,1,1,1,0,1
P07947,1,1,1,1,1,0,1
P07948,1,1,1,1,1,0,1
P07948-2,0,0,1,0,0,0,0
P07951,0,0,0,0,0,0,1
P07954,0,0,0,0,0,1,1
P08047,0,0,0,0,0,1,0
P08069,0,1,1,1,1,0,0
P08107,1,1,1,1,1,0,0
P08123,0,0,1,0,0,0,0
P08133,1,1,1,1,1,1,1
P08134,1,0,1,0,0,1,1
P08138,0,0,1,0,0,0,0
P08174,0,0,0,0,0,0,1
P08174-2,0,0,1,0,0,0,0
P08183,0,1,1,0,0,0,0
P08195,0,0,0,1,1,1,1
P08195-4,0,1,1,0,0,0,0
P08236-2,0,0,1,0,0,0,0
P08237,0,0,0,1,1,1,1
P08237-3,0,0,1,0,0,0,0
P08238,1,1,1,1,1,1,1
P08240,0,1,1,1,1,1,1
P08243,1,0,1,1,1,1,1
P08247,1,1,1,0,0,1,0
P08559,0,0,0,0,0,0,1
P08572,0,0,1,1,1,0,0
P08574,0,0,0,0,0,0,1
P08579,1,1,0,0,0,0,1
P08581,0,1,1,0,0,0,0
P08581-2,1,0,0,0,0,0,0
P08582,0,0,1,0,0,0,0
P08621,1,1,1,1,1,0,1
P08648,0,0,1,0,0,0,1
P08651,0,0,0,0,0,0,1
P08670,1,1,1,1,1,1,1
P08708,0,0,0,0,0,0,1
P08727,0,0,0,1,1,1,0
P08729,0,0,0,0,0,0,1
P08754,1,1,1,1,1,1,1
P08758,1,1,1,0,0,1,1
P08779,0,0,0,0,0,1,1
P08842,0,0,1,0,0,0,0
P08865,0,1,1,1,1,1,1
P08962,0,0,1,0,0,0,1
P09001,0,0,0,0,0,0,1
P09012,1,1,1,0,0,0,1
P09038,0,0,0,0,0,0,1
P09132,1,1,1,1,1,0,0
P09211,0,0,0,1,1,1,1
P09234,0,0,1,0,0,0,1
P09417,0,0,1,0,0,1,0
P09429,1,1,1,0,0,0,1
P09471,0,1,1,0,0,0,0
P09493,0,0,0,0,0,0,1
P09493-9,0,1,1,0,0,0,0
P09496,0,0,0,1,1,1,1
P09496-2,1,1,1,0,0,0,0
P09497,0,0,0,0,0,0,1
P09497-2,1,1,1,0,0,0,0
P09525,0,0,1,0,0,1,1
P09543,1,1,1,0,0,1,1
P09622,0,1,0,0,0,1,1
P09651,1,1,1,1,1,1,1
P09661,0,0,0,0,0,0,1
P09874,1,1,1,1,1,1,1
P09884,0,0,1,1,1,1,1
P09914,0,0,0,0,0,0,1
P09936,1,1,1,0,0,1,1
P09958,0,0,1,0,0,0,0
P09960,1,1,1,0,0,1,1
P09972,0,1,1,1,1,1,1
P0C0L4,0,0,0,0,0,0,1
P0C0S8,0,0,0,0,0,0,1
P0C2W1,0,0,0,0,0,0,1
P0C7P4,0,0,0,0,0,1,1
P0CAP2,0,0,0,0,0,0,1
P0CB38,0,0,0,0,0,0,1
P0CG08,0,0,1,0,0,0,0
P0CG12,0,0,0,0,0,1,1
P0CG38,0,0,0,0,0,0,1
P0CG39,0,0,0,0,0,0,1
P0CW22,1,1,1,0,0,0,0
P0DI83,0,0,0,0,0,0,1
P0DJD1,0,0,1,0,0,0,0
P0DME0,0,0,0,0,0,0,1
P0DMU6,0,0,0,0,0,0,1
P0DMV9,0,0,0,0,0,1,1
P10070,0,0,1,0,0,1,0
P10071,0,0,0,1,1,1,0
P10155,0,0,1,0,0,1,1
P10253,0,0,1,0,0,0,0
P10275,0,0,0,0,0,0,1
P10301,0,0,1,0,0,0,0
P10321,0,0,1,1,1,1,0
P10398,0,0,1,0,0,0,0
P10412,1,1,1,1,1,0,0
P10515,0,0,0,0,0,1,1
P10586,0,1,1,1,1,0,1
P10599,1,1,1,1,1,1,1
P10619,0,0,1,0,0,0,0
P10620,0,0,1,0,0,0,0
P10636-2,0,0,1,0,0,0,0
P10644,0,0,1,1,1,1,1
P10646,0,0,0,0,0,0,1
P10746,0,0,0,0,0,1,0
P10768,0,1,1,0,0,0,0
P10809,1,1,1,0,0,1,1
P10909-2,0,0,1,0,0,0,0
P11021,1,1,1,1,1,1,1
P11047,0,0,1,1,1,0,1
P11117,0,0,1,0,0,0,0
P11142,1,1,1,1,1,1,1
P11166,0,1,1,0,0,1,1
P11171,1,1,1,1,1,1,1
P11172,0,0,1,0,0,1,1
P11177,0,0,0,0,0,1,1
P11182,0,0,0,0,0,0,1
P11216,1,0,1,1,1,1,0
P11233,1,1,1,1,1,1,0
P11234,1,1,1,0,0,0,0
P11274,0,1,1,1,1,1,0
P11279,1,0,1,1,1,0,1
P11309,0,0,0,0,0,1,0
P11310,0,0,0,0,0,1,1
P11362-21,0,0,1,0,0,0,0
P11387,1,1,1,0,1,0,1
P11388,0,0,0,1,1,1,1
P11388-4,1,1,1,0,0,0,0
P11413,0,0,0,1,1,1,1
P11413-2,0,0,1,0,0,0,0
P11498,1,1,1,1,1,1,1
P11532,0,0,1,1,1,0,0
P11586,0,1,1,1,1,1,1
P11717,0,0,1,0,1,0,1
P11766,0,0,1,0,0,0,0
P11802,0,1,1,1,1,1,1
P11908,0,0,0,0,0,1,1
P11940,1,1,1,1,1,1,1
P12004,0,1,1,1,1,1,1
P12081,1,1,1,1,1,1,1
P12109,0,0,1,0,0,0,0
P12110,0,0,1,0,0,0,0
P12235,0,0,0,1,1,0,1
P12236,1,1,1,1,1,1,1
P12268,0,1,1,1,1,1,1
P12270,0,0,0,1,1,0,1
P12273,0,0,0,0,0,1,0
P12277,1,1,1,1,1,1,1
P12429,0,0,0,0,0,0,1
P12532,0,0,0,0,0,1,0
P12532-2,0,0,1,0,0,0,0
P12694,0,0,0,0,0,1,0
P12814,1,1,1,1,1,1,1
P12821,0,0,0,0,0,0,1
P12830,0,0,1,0,1,0,0
P12882,0,0,0,0,1,0,0
P12883,0,0,0,0,1,0,0
P12931,0,0,0,0,1,1,0
P12931-2,0,1,1,0,0,0,0
P12955,0,0,1,1,1,1,0
P12956,1,1,1,0,0,1,1
P13010,0,1,0,1,1,1,1
P13073,0,0,1,0,0,0,0
P13196,0,0,0,0,0,1,0
P13284,0,0,1,0,0,0,1
P13473-3,0,0,1,0,0,0,0
P13489,0,1,1,1,1,1,1
P13497,0,0,1,0,0,0,0
P13591,0,0,1,0,0,0,0
P13611,0,0,1,0,0,0,0
P13612,0,1,1,0,0,0,0
P13637-3,1,1,1,0,0,0,0
P13639,1,1,1,1,1,1,1
P13640,1,1,1,0,0,0,0
P13645,0,0,0,0,0,1,1
P13646,0,0,0,0,0,1,1
P13647,0,0,0,0,0,1,1
P13667,0,1,1,1,1,1,1
P13674,0,0,1,1,1,0,1
P13674-2,0,0,1,0,0,0,0
P13693,1,1,1,1,1,1,1
P13747,0,0,1,0,0,0,0
P13796,1,1,1,0,0,0,0
P13797,1,1,1,1,1,1,1
P13798,0,0,0,0,0,1,1
P13804,0,0,0,1,1,1,1
P13807,0,0,1,1,1,1,0
P13861,0,1,1,1,1,1,1
P13984,0,0,0,0,0,0,1
P13987,0,0,1,0,0,0,1
P13995,0,0,0,0,0,1,1
P14174,0,1,1,1,1,0,1
P14314,0,0,0,0,1,0,1
P14314-2,0,0,1,0,0,0,0
P14324,0,0,1,1,1,0,1
P14373,0,0,1,0,0,1,1
P14384,0,0,0,0,0,0,1
P14543,0,0,1,0,0,0,0
P14550,0,0,1,0,0,1,1
P14555,0,0,0,0,0,1,0
P14618,1,1,1,1,1,1,1
P14618-2,0,1,0,0,0,0,0
P14625,1,1,1,1,1,1,1
P14635,1,1,1,1,1,0,1
P14649,0,0,1,0,0,0,1
P14678,0,0,0,0,0,1,1
P14678-3,1,1,1,0,0,0,0
P14735,0,0,1,0,0,1,1
P14854,0,0,1,0,0,0,0
P14866,1,1,1,1,1,1,1
P14868,1,1,1,1,1,1,1
P14923,0,0,0,1,1,1,1
P15056,0,1,1,0,0,1,0
P15104,0,0,1,1,1,1,0
P15121,0,1,1,0,0,0,1
P15151,0,0,1,1,1,0,0
P15153,0,0,1,0,0,0,0
P15170,0,0,0,1,1,1,1
P15170-3,1,1,1,0,0,0,0
P15260,0,0,1,0,0,0,0
P15289,0,0,1,0,0,0,0
P15291,0,0,0,0,0,0,1
P15311,1,1,1,1,1,1,1
P15328,0,0,0,0,0,0,1
P15374,0,0,1,0,0,1,0
P15408,0,0,0,0,0,0,1
P15529-2,1,1,1,0,0,0,0
P15531,0,0,0,1,1,0,1
P15531-2,0,0,1,0,0,0,0
P15586,0,0,1,0,0,0,0
P15735,0,0,0,0,0,0,1
P15848,0,0,1,0,0,0,0
P15880,1,1,1,1,1,1,1
P15924,0,0,0,1,1,1,1
P15927,0,0,0,0,0,1,1
P15927-3,0,1,1,0,0,0,0
P16035,0,0,1,0,0,0,1
P16070,0,0,0,0,0,0,1
P16104,1,1,0,1,1,1,0
P16152,0,0,1,0,0,1,1
P16220,0,0,0,0,0,0,1
P16278,0,0,1,0,0,0,0
P16298,0,0,0,0,0,0,1
P16298-4,0,0,1,0,0,0,0
P16333,0,0,1,0,0,0,0
P16383,0,0,0,0,0,0,1
P16401,0,0,0,0,0,0,1
P16402,1,1,0,0,0,1,1
P16403,1,1,0,1,1,0,0
P16422,1,1,1,0,1,0,0
P16435,0,0,0,0,0,0,1
P16520,0,0,0,0,0,1,0
P16615,1,1,1,1,1,1,1
P16870,0,0,1,0,0,0,0
P16885,0,0,1,0,0,1,0
P16930,0,0,0,0,0,1,1
P16989,1,1,1,1,1,1,1
P17020,0,0,0,0,0,0,1
P17025,0,0,0,0,0,0,1
P17050,0,0,1,0,0,0,0
P17066,0,0,0,0,0,0,1
P17096,0,0,0,0,0,0,1
P17096-3,1,1,1,0,0,0,0
P17152,0,0,1,0,0,0,0
P17174,0,0,0,0,0,0,1
P17181,0,0,1,0,0,0,0
P17252,1,0,1,0,0,0,0
P17275,0,0,0,0,0,0,1
P17301,0,0,1,1,1,0,0
P17302,1,1,1,0,0,0,0
P17480,0,0,0,0,0,0,1
P17481,0,0,0,0,0,0,1
P17535,0,0,0,0,0,0,1
P17612,0,0,1,1,1,1,1
P17655,0,0,1,1,1,1,1
P17661,0,0,1,0,0,0,0
P17812,1,1,1,1,1,1,1
P17844,1,1,1,1,1,1,1
P17858,0,0,0,1,1,1,1
P17858-2,0,0,1,0,0,0,0
P17900,0,0,1,0,0,0,0
P17931,1,1,1,0,0,1,1
P17948,0,0,1,0,0,0,0
P17980,0,0,1,1,1,1,1
P17987,1,1,1,1,1,1,1
P18031,1,1,1,1,1,1,0
P18065,0,0,1,0,0,0,0
P18074,0,0,0,0,0,1,1
P18075,0,0,1,0,0,0,0
P18077,1,1,1,1,1,0,0
P18084,0,0,1,0,0,0,1
P18085,1,1,1,1,1,0,1
P18124,1,1,1,1,1,1,1
P18206,1,1,1,1,1,1,1
P18433,0,1,1,0,1,0,0
P18564,0,0,0,1,1,0,0
P18583-9,1,1,1,0,0,0,0
P18615,0,0,0,0,0,0,1
P18621,0,0,0,1,1,1,1
P18621-3,1,1,1,0,0,0,0
P18669,1,1,1,1,1,1,1
P18754,0,0,0,0,0,1,1
P18754-2,1,1,0,0,0,0,0
P18827,0,0,1,0,0,0,0
P18850,0,0,1,1,1,0,1
P18887,0,0,1,0,0,0,1
P19013,0,0,0,0,0,0,1
P19021-5,0,0,1,0,0,0,0
P19022,0,1,1,1,1,1,0
P19174,0,0,0,1,1,1,0
P19174-2,0,0,1,0,0,0,0
P19256,0,0,1,0,0,0,0
P19338,1,1,1,0,0,0,1
P19367,0,0,0,1,1,1,1
P19387,0,0,1,0,0,0,1
P19388,0,0,0,0,0,1,1
P19404,0,0,0,0,0,0,1
P19447,0,0,0,0,0,0,1
P19525,0,0,1,1,1,0,1
P19623,0,0,1,0,0,1,1
P19634,0,1,1,0,0,0,0
P19784,0,0,1,1,1,1,1
P19838,0,0,0,1,1,1,1
P19838-2,0,0,1,0,0,0,0
P19971,0,0,0,0,0,0,1
P20020,1,1,1,1,1,1,1
P20023-3,0,0,1,0,0,0,0
P20036,0,0,1,0,0,0,0
P20042,1,1,0,0,0,1,1
P20073,1,1,1,1,1,1,1
P20248,0,0,1,0,0,0,0
P20290,1,1,1,0,0,0,1
P20338,0,0,1,0,0,0,0
P20339,0,0,1,1,1,1,1
P20340,0,0,0,0,0,1,1
P20340-2,0,1,1,0,0,0,0
P20585,0,0,0,0,0,1,0
P20618,0,1,1,0,0,1,1
P20645,0,0,1,0,1,1,0
P20648,1,0,0,0,0,0,0
P20671,1,1,1,0,0,0,0
P20700,0,1,1,0,0,1,1
P20719,0,0,0,0,0,0,1
P20742,0,0,1,0,0,0,0
P20810,0,0,0,1,1,0,0
P20810-6,1,1,1,0,0,0,0
P20839,0,0,0,0,0,0,1
P20839-6,0,0,1,0,0,0,0
P20908,0,0,1,0,0,0,1
P20929,0,0,0,1,1,0,0
P20930,0,0,0,0,0,1,1
P20933,0,0,1,0,0,0,0
P20936,0,0,1,0,0,1,0
P21127,1,1,0,0,0,0,1
P21266,0,0,1,1,1,1,1
P21281,0,1,1,1,1,1,1
P21283,0,0,1,0,0,1,1
P21291,0,0,1,1,1,0,1
P21333,1,1,1,1,1,1,1
P21359,0,1,1,1,1,0,0
P21399,0,0,0,0,0,0,1
P21589,0,0,0,0,0,0,1
P21796,0,1,0,1,1,0,1
P21802-11,0,1,1,0,0,0,0
P21817,0,0,0,0,0,0,1
P21912,0,0,0,0,0,0,1
P21926,1,1,1,0,0,0,1
P22004,0,0,1,0,0,0,0
P22059,0,0,1,1,1,1,0
P22061,0,0,0,1,1,1,1
P22061-2,1,1,1,0,0,0,0
P22087,1,1,1,1,1,1,1
P22102,1,1,1,1,1,1,1
P22223,0,0,0,1,1,0,0
P22234,0,0,0,1,1,1,1
P22234-2,1,1,1,0,0,0,0
P22304,0,0,1,0,0,0,0
P22314,1,1,1,1,1,1,1
P22392,0,0,0,1,1,0,0
P22392-2,1,1,1,0,0,0,0
P22413,0,0,1,0,0,0,0
P22528,0,0,1,0,0,0,0
P22570,0,0,0,0,0,1,1
P22626,1,1,1,1,1,1,1
P22670,0,0,0,0,0,1,1
P22681,0,0,1,1,1,1,0
P22694,0,0,0,0,0,0,1
P22695,0,1,0,1,1,1,1
P22735,0,0,0,0,0,1,0
P23229,1,1,1,1,1,0,0
P23246,1,1,1,1,1,1,1
P23258,0,0,0,1,1,1,1
P23284,1,1,1,0,0,0,1
P23352,0,0,1,0,0,0,0
P23368,0,1,0,0,0,1,1
P23378,0,0,0,0,0,0,1
P23381,0,0,1,1,1,1,1
P23396,1,1,1,1,1,1,1
P23443,0,0,0,0,0,1,0
P23458,1,1,1,1,1,0,0
P23467,0,0,0,0,0,0,1
P23470,0,0,1,0,0,0,0
P23490,0,0,0,0,0,1,0
P23508,0,0,0,1,1,0,0
P23508-2,0,1,1,0,0,0,0
P23526,1,1,1,1,1,1,1
P23528,1,1,1,1,1,0,1
P23588,1,1,1,1,1,1,1
P23634,0,1,1,1,1,1,0
P23760,0,0,0,0,0,0,1
P23919,0,0,0,0,0,0,1
P23921,1,1,1,1,1,1,1
P24534,0,1,1,1,1,1,1
P24539,0,0,0,0,0,0,1
P24666,0,0,1,1,1,0,0
P24752,0,1,0,1,1,1,1
P24821-4,0,0,1,0,0,0,0
P24863,0,0,0,0,0,0,1
P24928,1,1,1,1,1,1,1
P24941,0,0,1,0,0,1,0
P25054,1,1,1,1,1,0,0
P25098,0,0,1,0,0,1,0
P25205,1,1,0,1,1,1,1
P25311,0,1,1,0,0,1,0
P25325,0,0,1,0,0,1,0
P25391,0,0,1,0,0,0,0
P25398,0,1,1,1,1,0,1
P25440,0,0,0,0,0,1,1
P25440-2,0,1,0,0,0,0,0
P25490,1,1,0,0,0,0,1
P25685,1,0,0,0,0,0,1
P25705,1,1,1,1,1,1,1
P25786,0,0,0,0,0,1,1
P25786-2,1,1,1,0,0,0,0
P25787,0,0,1,0,0,0,1
P25788,0,0,1,0,0,1,1
P25789,0,1,1,1,1,1,1
P26006,0,0,0,1,1,0,1
P26006-1,0,0,1,0,0,0,0
P26022,0,0,1,0,0,0,0
P26038,1,1,1,1,1,0,1
P26045,0,0,1,0,0,0,0
P26196,0,0,1,1,1,1,1
P26232,0,0,0,1,1,0,0
P26358,0,0,0,1,1,1,1
P26358-2,1,1,1,0,0,0,0
P26368,1,1,0,1,1,1,1
P26373,1,1,1,1,1,1,1
P26374,0,0,1,0,0,0,0
P26572,0,0,0,0,0,0,1
P26583,0,0,1,0,0,0,0
P26599,0,0,0,1,1,1,1
P26599-3,1,1,1,0,0,0,0
P26639,0,0,0,1,1,1,1
P26639-2,1,1,1,0,0,0,0
P26640,0,0,1,1,1,1,1
P26641,1,1,1,1,1,1,1
P26885,0,0,1,0,0,0,0
P27037,0,0,1,0,0,0,0
P27105,0,0,0,0,0,0,1
P27144,0,0,0,0,0,1,0
P27348,1,1,1,1,1,1,1
P27361,0,0,1,0,0,0,1
P27448,1,1,1,1,1,0,1
P27482,1,1,0,0,0,0,0
P27635,1,1,1,1,1,1,1
P27694,0,1,1,0,0,1,1
P27695,1,1,0,0,0,0,1
P27707,0,0,1,0,0,0,0
P27708,0,1,1,1,1,1,1
