gene,AT1R-APEX2(AngII),AT1R-APEX2(TRV027),β2AR-APEX2(BI167107),Endosomal-APEX2,DOR-APEX2,CCDC68,CCDC120
P62841,0,1,0,0,0,0,1
P62847,0,0,0,1,1,0,1
P62847-4,1,1,1,0,0,0,0
P62851,1,1,1,0,0,0,1
P62854,1,1,0,0,0,1,1
P62861,0,1,0,0,0,0,1
P62873,0,0,1,1,1,0,1
P62879,0,0,1,1,1,0,1
P62888,1,1,1,1,1,0,0
P62891,0,1,1,0,0,0,1
P62899,1,1,1,1,1,1,1
P62906,1,1,1,1,1,1,1
P62910,1,1,1,1,1,1,1
P62913,0,0,1,1,1,0,1
P62917,1,1,1,1,1,1,1
P62937,1,1,1,1,1,0,1
P62942,0,0,1,1,1,0,0
P62979,1,1,1,1,1,1,1
P62987,1,0,0,0,0,0,0
P62993,1,1,1,0,0,0,1
P62995,1,1,1,0,0,0,1
P63000,0,0,0,1,1,1,1
P63000-2,1,1,1,0,0,0,0
P63010,0,0,0,1,1,0,1
P63010-2,1,1,1,0,0,0,0
P63092,0,0,0,1,1,0,0
P63092-3,1,1,0,0,0,0,0
P63096,0,1,1,1,1,0,1
P63098,0,0,1,0,0,0,0
P63104,1,1,1,1,1,1,1
P63151,0,0,0,1,1,1,0
P63151-2,1,1,1,0,0,0,0
P63165,0,0,1,1,1,0,1
P63167,0,0,1,1,1,0,0
P63173,0,0,1,0,0,0,0
P63208,0,0,1,0,0,0,1
P63218,0,0,1,0,0,0,0
P63220,0,0,1,0,0,0,0
P63241,0,0,0,0,0,0,1
P63241-2,1,1,1,0,0,0,0
P63244,1,1,1,1,1,1,1
P63261,0,0,0,1,1,0,1
P67775,1,1,1,0,1,0,0
P67809,1,1,1,1,1,0,1
P67812,0,0,1,0,0,0,1
P67870,0,0,1,1,1,0,1
P67936,0,0,1,1,1,1,1
P67936-2,1,0,0,0,0,0,0
P68032,0,0,0,0,0,0,1
P68036,0,0,0,1,1,0,0
P68036-3,0,1,0,0,0,0,0
P68104,0,0,0,0,1,1,1
P68363,1,1,1,0,0,0,0
P68366,0,0,1,0,0,1,1
P68371,1,1,1,1,1,1,1
P68400,0,1,1,0,1,1,1
P68402,0,0,0,0,0,0,1
P68431,1,1,1,0,0,1,1
P68871,0,0,1,0,0,1,1
P69905,0,1,1,0,0,1,0
P78310,1,1,1,1,1,1,0
P78316,1,1,0,0,0,0,1
P78318,0,0,1,1,1,0,1
P78324,1,1,1,0,0,0,0
P78330,0,0,0,0,0,0,1
P78332,0,0,0,0,0,1,1
P78337,0,0,0,0,0,0,1
P78344,1,1,1,1,1,1,1
P78345,0,0,0,0,0,0,1
P78346,0,0,0,0,0,1,1
P78347,0,0,1,0,0,1,1
P78348-1,0,0,1,0,0,0,0
P78356,0,1,1,1,1,1,0
P78357,0,0,1,0,0,0,0
P78362,0,0,0,0,0,0,1
P78362-2,0,1,1,0,0,0,0
P78371,1,1,1,1,1,1,1
P78385,0,0,0,0,0,1,0
P78386,0,0,0,0,0,1,0
P78406,0,0,1,0,0,1,1
P78417,1,1,1,1,1,1,1
P78504,0,0,1,0,0,0,0
P78524,0,0,0,0,0,0,1
P78527,0,1,1,1,1,1,1
P78536,0,0,1,1,1,0,0
P78549,0,0,0,0,0,0,1
P78559-2,1,0,1,0,0,0,0
P78563,0,0,0,0,0,0,1
P79522,0,0,0,0,0,0,1
P80303,0,0,0,0,0,1,0
P80303-2,0,0,1,0,0,0,0
P80723,1,1,1,1,1,0,1
P81408-4,0,0,1,0,0,0,0
P81605,0,0,0,0,0,1,1
P82094,0,0,0,1,1,0,0
P82094-2,0,0,1,0,0,0,0
P82650,0,0,0,0,0,1,1
P82663,0,0,0,0,0,0,1
P82664,0,0,0,0,0,0,1
P82673,0,0,0,0,0,0,1
P82675,1,1,0,0,0,0,1
P82912,0,0,0,0,0,0,1
P82914,1,1,0,0,0,0,1
P82930,0,0,0,0,0,0,1
P82933,0,1,0,0,0,0,1
P82979,0,1,0,0,0,0,1
P83111,0,0,0,0,0,0,1
P83369,0,0,0,0,0,0,1
P83731,1,1,1,1,1,1,1
P83876,0,0,1,0,0,0,0
P83881,1,1,1,1,1,1,0
P84022,0,0,1,1,1,0,0
P84085,0,1,1,1,1,0,0
P84090,1,1,1,1,1,0,0
P84095,1,1,1,1,1,0,0
P84098,1,1,1,1,1,1,1
P84103,1,1,1,1,1,0,1
P84157,0,0,1,0,0,0,0
P84243,1,1,0,0,0,0,0
P85037,0,0,0,0,0,1,1
P86790,0,0,0,0,0,1,0
P98082,0,0,1,0,0,0,1
P98153,0,0,1,0,0,0,0
P98155,0,0,1,0,0,0,0
P98160,0,0,1,0,0,0,1
P98164,0,1,1,0,0,0,0
P98170,0,0,1,0,0,1,1
P98172,1,1,1,1,1,1,0
P98173,0,0,1,0,0,0,0
P98174,0,0,1,0,0,0,0
P98175,1,0,1,0,0,0,1
P98179,0,0,1,1,1,0,1
P98194,0,0,0,0,0,1,1
P98194-7,0,0,1,0,0,0,0
P98196,0,0,1,0,0,0,0
P99999,0,1,1,0,0,0,0
Q00013,1,0,1,0,0,1,0
Q00059,1,1,0,0,0,0,1
Q00169,0,0,1,0,0,0,1
Q00325,1,1,1,1,1,1,1
Q00341,0,1,1,1,1,1,1
Q00403,0,0,0,0,0,0,1
Q00526,0,0,0,0,0,0,1
Q00534,0,0,0,0,0,1,0
Q00535,0,0,1,0,0,1,1
Q00536,0,0,0,0,0,0,1
Q00537,0,0,1,0,0,0,0
Q00577,0,0,1,0,0,1,1
Q00587,0,0,1,1,1,1,1
Q00610,1,1,1,1,1,1,1
Q00653,0,1,1,1,1,1,1
Q00688,0,0,0,0,0,0,1
Q00722,0,0,0,0,0,1,0
Q00765,0,1,1,0,0,0,0
Q00796,0,0,0,0,0,1,1
Q00839,1,1,1,1,1,1,1
Q00839-2,1,1,0,0,0,0,0
Q01081,1,1,1,1,1,1,1
Q01082,1,1,1,1,1,1,1
Q01085,0,0,0,0,0,1,1
Q01085-2,0,0,1,0,0,0,0
Q01130,0,0,0,1,1,0,1
Q01167,0,0,0,0,0,1,1
Q01433,0,0,1,1,1,0,1
Q01459,0,0,1,0,0,0,0
Q01469,0,1,1,0,1,1,0
Q01484,0,0,1,0,0,0,0
Q01518,1,1,1,1,1,1,1
Q01581,1,1,1,1,1,1,0
Q01650,1,1,1,1,1,0,1
Q01780,0,0,0,0,0,1,1
Q01804,0,0,1,1,1,0,1
Q01813,1,0,1,0,1,0,1
Q01831,0,1,0,0,0,0,0
Q01844,0,0,0,1,1,1,1
Q01844-5,1,1,1,0,0,0,0
Q01968,0,0,1,0,0,1,0
Q01970,0,1,1,1,1,1,0
Q01973,0,0,1,0,0,0,0
Q01974,1,1,1,0,0,0,0
Q01995,0,0,0,1,1,0,0
Q02040,0,1,0,1,1,0,1
Q02083,0,0,1,0,0,0,0
Q02218,0,0,0,0,0,0,1
Q02224,0,0,0,1,1,0,1
Q02241,1,1,1,1,1,0,1
Q02383,0,0,0,1,1,0,0
Q02413,0,0,0,0,1,1,1
Q02487,0,0,1,1,1,1,0
Q02543,1,1,1,1,1,1,1
Q02742,0,0,1,0,0,0,0
Q02750,0,1,1,1,1,1,0
Q02790,1,1,1,1,1,1,1
Q02809,1,1,1,1,1,1,1
Q02818,0,0,1,0,0,0,1
Q02833,0,0,1,1,1,0,0
Q02878,1,1,1,1,1,1,1
Q02880,1,1,0,1,1,1,1
Q02952,1,1,1,1,1,0,0
Q02978,0,0,0,1,1,1,1
Q03001,0,0,1,1,1,0,1
Q03001-8,0,1,1,0,0,0,0
Q03112,0,0,0,0,0,0,1
Q03135,1,0,1,1,1,0,1
Q03164,0,0,0,1,1,0,0
Q03167,0,0,1,0,0,0,0
Q03169,0,0,0,0,0,0,1
Q03252,0,0,1,0,0,0,1
Q03426,0,0,0,0,0,1,0
Q03468,0,0,0,0,0,0,1
Q03518,0,0,0,0,0,0,1
Q03519,0,0,0,0,0,0,1
Q03701,1,1,0,0,0,1,1
Q04206,0,0,1,1,1,1,1
Q04323,0,0,0,0,0,1,1
Q04446,0,0,1,0,1,1,1
Q04637,0,0,1,1,1,1,1
Q04637-8,0,1,1,0,0,0,0
Q04637-9,1,0,0,0,0,0,0
Q04656-3,1,1,1,0,0,0,0
Q04695,0,0,0,0,0,1,1
Q04721,1,1,1,1,1,1,1
Q04760,1,1,1,0,0,1,1
Q04864,0,0,1,1,1,1,1
Q04917,0,1,1,1,1,1,1
Q04941,1,1,1,0,0,0,1
Q05048,0,0,1,0,0,0,1
Q05086,0,0,0,1,1,0,0
Q05209,0,0,1,1,1,0,0
Q05397,0,0,0,1,1,1,1
Q05397-5,0,0,1,0,0,0,0
Q05519,1,1,0,1,1,0,1
Q05639,1,0,0,0,1,0,0
Q05655,0,0,0,0,0,1,0
Q05655-2,0,0,1,0,0,0,0
Q05682,1,1,1,1,1,1,1
Q05707,0,0,1,0,0,0,0
Q05DH4,0,0,1,0,0,0,0
Q06055-2,0,1,0,0,0,0,0
Q06124,0,1,1,1,1,1,1
Q06203,1,1,1,1,1,1,0
Q06210,0,0,1,1,1,1,1
Q06265,0,0,0,0,0,1,1
Q06265-2,0,1,0,0,0,0,0
Q06323,0,0,0,1,1,1,1
Q06323-2,0,1,1,0,0,0,0
Q06418,0,0,1,0,0,0,0
Q06455,0,0,1,0,0,0,0
Q06481,1,1,1,1,1,0,0
Q06587,0,0,0,0,0,1,1
Q06609,0,0,0,0,0,1,0
Q06787,1,1,1,1,1,1,1
Q06830,1,1,1,1,1,1,1
Q07020,1,1,1,1,1,1,1
Q07021,0,0,0,0,0,0,1
Q07065,0,0,1,1,1,1,1
Q07075,0,0,1,0,0,0,0
Q07157,1,1,0,1,1,1,1
Q07157-2,0,0,1,0,0,0,0
Q07283,0,0,0,0,0,0,1
Q07352,0,0,0,0,0,0,1
Q07507,0,0,0,0,0,0,1
Q07666,1,1,1,0,1,1,1
Q07864,0,0,0,0,0,1,0
Q07866,0,0,0,1,1,0,1
Q07866-10,0,0,1,0,0,0,0
Q07866-9,1,1,0,0,0,0,0
Q07954,0,0,0,0,0,0,1
Q07955,0,0,1,1,1,0,1
Q07955-2,0,1,0,0,0,0,0
Q08170,1,1,1,0,0,0,1
Q08174-2,0,0,1,0,0,0,0
Q08188,0,0,0,0,0,1,0
Q08209,0,1,1,0,0,0,0
Q08211,1,1,1,1,1,1,1
Q08257,0,0,0,0,0,0,1
Q08345-5,0,0,1,0,0,0,0
Q08357,0,0,1,0,0,0,0
Q08378,0,0,1,0,0,0,0
Q08379,0,0,0,1,1,0,1
Q08380,0,0,1,0,1,0,1
Q08397,0,0,1,0,0,0,0
Q08431,0,0,1,0,0,0,0
Q08554,0,0,0,0,0,1,1
Q08722,0,1,1,0,0,0,0
Q08752,0,0,0,0,0,1,0
Q08945,1,1,1,0,0,1,1
Q08AD1,0,0,1,1,1,0,1
Q08AM6,0,0,0,0,1,0,1
Q08J23,0,1,1,1,1,1,1
Q09028,0,0,1,1,1,0,1
Q09161,0,0,0,1,1,0,1
Q09328,0,0,1,0,0,0,0
Q09666,1,1,1,1,1,1,1
Q0D2I5-5,0,0,1,0,0,0,0
Q0JRZ9,1,1,1,1,1,0,1
Q0PNE2,0,0,0,0,0,1,0
Q0VDF9,0,0,0,0,0,1,1
Q0VDG4,1,1,1,0,0,0,0
Q0VF96,0,0,0,0,0,0,1
Q0ZGT2,0,0,1,0,0,0,1
Q10471,0,0,1,0,0,0,1
Q10472,0,0,1,0,0,0,0
Q10567,0,0,0,1,1,1,1
Q10567-3,0,0,1,0,0,0,0
Q10570,1,1,1,0,0,1,1
Q10589,0,0,0,0,0,0,1
Q10713,0,0,0,0,0,0,1
Q12756,0,0,0,0,1,1,0
Q12756-2,0,1,1,0,0,0,0
Q12765,0,0,0,0,0,1,0
Q12767-2,0,0,1,0,0,0,0
Q12768,0,0,0,0,1,0,1
Q12769,0,0,1,1,1,1,1
Q12774,0,0,1,0,0,0,0
Q12778,0,0,1,0,0,0,0
Q12788,0,0,0,0,0,1,1
Q12789,0,1,0,1,1,1,1
Q12792,0,0,1,1,1,1,1
Q12792-3,0,1,0,0,0,0,0
Q12796,0,0,0,0,0,0,1
Q12797,0,0,1,0,0,0,1
Q12798,0,0,1,0,0,0,0
Q12800,0,0,1,0,0,1,0
Q12802,0,0,0,1,1,0,0
Q12802-2,0,0,1,0,0,0,0
Q12805,0,0,1,0,0,0,1
Q12815,0,0,1,0,0,0,0
Q12824,0,0,0,0,0,0,1
Q12830,0,1,0,1,1,0,0
Q12834,0,0,1,1,1,1,1
Q12841,0,0,1,0,0,0,0
Q12846,0,0,1,0,0,0,0
Q12849,0,0,0,0,0,1,1
Q12857,0,0,0,0,0,0,1
Q12860,0,0,1,0,0,0,0
Q12866,0,0,1,0,0,0,0
Q12872,0,0,0,0,0,0,1
Q12872-2,0,1,0,0,0,0,0
Q12873,0,0,0,0,0,1,1
Q12874,0,0,1,1,1,0,1
Q12888,0,0,0,1,1,0,0
Q12888-2,0,0,1,0,0,0,0
Q12891,0,0,1,0,0,0,0
Q12894,0,0,0,0,0,0,1
Q12899,0,0,1,0,0,0,1
Q12904,0,0,0,1,1,1,1
Q12905,1,1,1,1,1,1,1
Q12906,0,0,0,1,1,0,1
Q12906-7,1,1,1,0,0,0,0
Q12907,1,1,1,0,0,1,1
Q12913,0,0,1,0,0,0,0
Q12923,0,0,0,1,1,0,0
Q12923-4,1,1,1,0,0,0,0
Q12926,0,0,0,0,0,0,1
Q12929,1,1,1,1,1,1,0
Q12931,0,0,0,1,1,1,1
Q12933,0,0,0,1,1,1,1
Q12948,0,0,1,0,0,1,0
Q12955,1,1,1,1,1,1,0
Q12959,0,0,0,1,1,1,1
Q12959-2,1,1,0,0,0,0,0
Q12959-7,0,1,1,0,0,0,0
Q12962,0,0,1,0,0,1,1
Q12965,1,1,1,1,1,1,1
Q12968,0,0,1,1,1,1,0
Q12972,0,0,0,0,0,1,0
Q12979,1,0,1,0,0,0,0
Q12986,0,0,1,1,1,0,1
Q12996,0,0,0,0,0,0,1
Q13009,0,0,1,0,0,0,0
Q13011,0,0,0,0,0,0,1
Q13017,1,1,1,1,1,0,0
Q13033,0,0,1,0,0,0,0
Q13042,0,0,1,0,0,0,1
Q13043,0,0,0,0,1,0,0
Q13045,0,0,1,1,1,1,1
Q13049,0,0,0,0,0,0,1
Q13057,0,0,0,1,1,1,1
Q13057-2,0,0,1,0,0,0,0
Q13065,0,0,0,0,0,0,1
Q13084,0,0,0,0,0,0,1
Q13085,0,0,0,1,1,1,1
Q13085-4,1,1,1,0,0,0,0
Q13098,0,0,0,1,1,1,0
Q13098-7,0,0,1,0,0,0,0
Q13107,0,0,0,0,0,1,0
Q13112,0,0,0,0,0,0,1
Q13118,0,0,0,0,0,0,1
Q13123,0,1,0,0,0,0,1
Q13126,0,0,0,0,0,1,1
Q13131,0,0,0,1,1,1,1
Q13131-2,0,1,1,0,0,0,0
Q13136,0,0,1,1,1,1,1
Q13137,0,0,0,0,0,0,1
Q13137-4,0,1,1,0,0,0,0
Q13144,0,0,0,0,0,1,1
Q13148,1,0,1,1,1,1,1
Q13151,1,1,1,1,1,1,1
Q13153-2,0,0,1,0,0,0,0
Q13155,1,1,1,1,1,1,1
Q13162,1,1,1,1,1,1,1
Q13177,0,0,1,1,1,1,0
Q13185,0,0,1,1,1,0,1
Q13188,0,0,1,0,0,0,1
Q13190,0,0,1,1,1,0,0
Q13200,1,1,1,1,1,1,1
Q13206,0,1,0,0,0,0,1
Q13214,0,0,0,0,0,0,1
Q13217,0,0,1,0,0,0,1
Q13232,0,0,1,0,0,0,0
Q13242,0,0,1,0,0,0,1
Q13243,0,1,0,0,0,0,1
Q13247,1,1,0,0,0,0,1
Q13257,0,0,1,0,0,1,1
Q13263,0,1,1,1,1,1,1
Q13277,0,0,1,0,0,0,0
Q13283,1,1,1,1,1,1,1
Q13308-6,0,0,1,0,0,0,0
Q13309,0,0,0,0,0,1,0
Q13310,0,0,0,1,1,1,1
Q13310-3,1,1,1,0,0,0,0
Q13315,0,0,0,1,1,0,0
Q13322,0,0,1,0,0,0,0
Q13325,0,0,0,0,0,0,1
Q13332,0,0,1,0,0,0,0
Q13347,0,1,1,1,1,1,1
Q13356,0,0,0,0,0,1,0
Q13363,0,0,0,0,0,1,1
Q13371,0,0,0,0,0,1,0
Q13393,0,0,1,0,0,0,0
Q13395,0,0,0,0,0,1,0
Q13404-1,0,0,1,0,0,0,0
Q13405,0,0,0,0,0,0,1
Q13409,0,0,1,0,0,0,0
Q13418,0,0,0,1,1,1,1
Q13421,0,0,0,0,0,0,1
Q13423,0,1,0,0,0,1,1
Q13425,0,1,1,1,1,1,1
Q13427,0,0,0,1,1,0,1
Q13428,0,0,0,1,1,0,1
Q13428-4,1,1,1,0,0,0,0
Q13433,1,1,1,0,0,0,0
Q13435,1,1,1,1,1,1,1
Q13438,0,0,1,0,0,0,0
Q13438-7,0,0,1,0,0,0,0
Q13442,1,1,1,0,0,1,1
Q13443,1,1,1,1,1,0,0
Q13444,0,0,1,0,1,0,0
Q13445,0,0,1,0,0,0,0
Q13451,0,0,1,0,0,1,1
Q13454,0,0,1,0,0,0,0
Q13459,0,0,1,1,1,0,0
Q13464,0,0,1,1,1,0,0
Q13470,0,0,0,0,0,0,1
Q13480,0,0,0,0,0,1,0
Q13480-2,1,1,1,0,0,0,0
Q13485,0,0,1,0,0,1,0
Q13490,0,0,0,0,0,1,0
Q13491-4,1,1,1,0,0,0,0
Q13492,1,1,1,1,1,1,1
Q13496,0,0,0,0,0,1,0
Q13501,0,0,1,1,1,0,1
Q13505,0,0,0,0,0,0,1
Q13509,1,1,1,0,0,1,1
Q13510-2,0,0,1,0,0,0,0
Q13523,1,1,0,0,0,0,1
Q13526,0,0,1,0,0,0,0
Q13530,0,0,1,0,0,0,0
Q13535,0,0,0,0,0,1,0
Q13542,0,0,0,0,1,0,0
Q13546,0,0,1,0,0,1,1
Q13547,0,0,0,1,1,1,1
Q13554,0,0,0,1,1,1,0
Q13555,0,0,0,0,0,0,1
Q13557,0,0,0,1,1,1,0
Q13557-11,0,0,1,0,0,0,0
Q13561,0,0,0,1,1,1,1
Q13561-2,0,1,1,0,0,0,0
Q13564,0,0,1,1,1,1,0
Q13572,0,0,1,0,0,1,0
Q13573,1,1,0,0,0,1,1
Q13576,1,1,1,0,0,1,0
Q13586,0,0,1,0,0,0,0
Q13595,0,0,0,0,0,0,1
Q13596,0,0,0,1,1,1,1
Q13596-3,1,1,1,0,0,0,0
Q13601,1,1,0,0,0,0,1
Q13610,0,0,1,0,0,0,1
Q13613,0,0,0,1,1,0,1
Q13614,0,0,1,0,0,0,1
Q13615,0,0,1,1,1,0,1
Q13616,0,0,0,1,1,1,1
Q13617,0,0,0,0,0,0,1
Q13617-2,0,0,1,0,0,0,0
Q13618,0,0,1,1,1,0,1
Q13619,0,0,0,0,0,0,1
Q13620,0,1,1,0,0,1,0
Q13625,0,0,0,1,1,1,0
Q13625-3,1,1,1,0,0,0,0
Q13627,0,0,1,0,0,1,0
Q13630,0,0,0,0,0,0,1
Q13636,0,0,0,0,0,0,1
Q13637,0,0,1,0,0,0,0
Q13641,0,1,1,0,0,0,0
Q13642,0,0,0,1,1,1,0
Q13642-4,1,1,1,0,0,0,0
Q13643,0,0,1,0,0,1,1
Q13685,0,0,0,0,0,0,1
Q13686,0,0,0,0,0,1,0
Q13724,1,1,1,0,0,0,1
Q13740,0,0,1,0,0,0,1
Q13751,0,0,1,0,0,0,1
Q13753,0,0,1,0,0,0,0
Q13765-2,1,1,1,0,0,0,0
Q13769,1,1,0,0,0,0,1
Q13772,0,0,0,0,0,0,1
Q13813,0,0,0,1,1,0,1
Q13813-2,1,1,1,0,0,0,0
Q13813-3,0,0,1,0,0,0,0
Q13822-2,0,0,1,0,0,0,0
Q13823,1,1,0,0,0,0,1
Q13829,0,0,0,0,0,0,1
Q13835,0,0,0,1,1,1,1
Q13838,0,0,0,1,1,1,1
Q13838-2,0,0,1,0,0,0,0
Q13867,0,0,1,0,0,1,1
Q13868,0,0,0,1,1,1,1
Q13873,0,0,1,0,0,0,0
Q13884,0,0,1,0,0,0,0
Q13885,0,0,0,1,1,1,1
Q13888,0,0,0,0,0,0,1
Q13895,1,1,0,0,0,0,1
Q13905-3,0,0,1,0,0,0,0
Q13907,0,0,0,0,0,1,0
Q14004,1,0,0,0,0,0,1
Q14008,0,0,0,1,1,1,1
Q14008-3,0,1,1,0,0,0,0
Q14011,0,0,1,0,0,0,1
Q14012,0,0,1,0,0,1,0
Q14019,0,0,1,0,0,0,0
Q14061,0,0,1,1,1,0,0
Q14103,1,1,1,0,1,1,1
Q14108,0,0,1,0,0,0,1
Q14112,0,0,1,0,0,0,0
Q14114,0,1,1,0,0,0,0
Q14116,0,0,0,0,0,0,1
Q14117,0,0,0,0,0,0,1
Q14118,1,1,1,1,1,0,0
Q14126,1,1,1,1,1,1,1
Q14134,0,0,0,0,0,0,1
Q14137,0,1,1,0,1,0,1
Q14139,0,0,0,0,0,1,0
Q14141,0,0,0,0,0,0,1
Q14145,0,0,1,1,1,1,1
Q14147,0,0,0,0,0,1,0
Q14151,1,1,0,0,0,0,1
Q14152,1,1,1,1,1,1,1
Q14155,0,1,1,1,1,0,0
Q14156,0,0,1,0,0,0,1
Q14157,0,0,0,1,1,1,1
Q14157-1,0,0,1,0,0,0,0
Q14157-5,1,1,1,0,0,0,0
Q14160,0,0,0,1,1,1,1
Q14160-3,1,1,1,0,0,0,0
Q14161,0,0,1,0,0,0,0
Q14165,0,0,1,0,0,1,1
Q14166,0,1,1,0,0,1,1
Q14168,0,1,1,1,1,1,0
Q14181,0,0,0,0,0,1,0
Q14185,0,0,1,0,0,0,0
Q14192,0,0,1,1,1,1,1
Q14194,0,0,0,0,0,1,0
Q14194-2,1,1,1,0,0,0,0
Q14195,0,0,0,1,1,0,0
Q14195-2,0,0,1,0,0,0,0
Q14197,0,0,0,0,0,0,1
Q14202,0,1,0,0,0,0,0
Q14203,0,0,0,1,1,1,1
Q14204,1,1,1,1,1,1,1
Q14232,1,1,1,0,0,1,1
Q14240,0,0,0,0,1,1,1
Q14240-2,1,1,1,0,0,0,0
Q14241,1,1,0,0,0,0,1
Q14244,0,0,0,0,0,0,1
Q14244-7,0,1,1,0,0,0,0
Q14247,1,1,1,1,1,1,1
Q14249,0,0,0,0,0,0,1
Q14254,1,1,1,0,0,0,1
Q14257,0,0,1,0,1,0,0
Q14258,0,1,1,1,1,1,1
Q14296,0,0,0,0,0,0,1
Q14315,0,1,1,1,1,1,0
Q14318,0,0,0,1,1,1,1
Q14318-2,0,0,1,0,0,0,0
Q14320,0,0,0,0,0,0,1
Q14331,0,1,0,0,0,1,1
Q14344,1,1,1,0,1,1,0
Q14353,0,0,0,0,0,1,0
Q14376,0,0,0,0,0,0,1
Q14432,0,0,0,0,0,0,1
Q14435,0,0,1,0,0,0,0
Q14444,1,1,1,1,1,1,1
Q14451,0,0,0,0,0,0,1
Q14457,0,0,0,1,1,0,0
Q14493,0,0,0,0,0,0,1
Q14494,0,0,1,0,0,0,0
Q14498,0,1,0,1,1,1,1
Q14517,0,1,1,1,1,0,0
Q14525,0,0,0,0,0,1,0
Q14527,0,0,0,0,0,1,1
Q14532,0,0,0,0,0,1,0
Q14554,0,0,1,0,0,0,0
Q14558,0,0,0,0,0,0,1
Q14562,0,1,0,0,0,0,1
Q14563,0,0,1,0,0,0,0
Q14566,0,0,1,1,1,1,1
Q14571,0,0,1,0,0,0,1
Q14573,0,0,0,0,0,0,1
Q14574,0,0,0,0,1,1,0
Q14576,0,0,0,0,0,0,1
Q14596,0,0,1,0,0,0,1
Q14642,0,0,1,0,0,0,0
Q14644,0,1,1,0,0,0,0
Q14651,1,1,1,1,1,0,1
Q14653,0,0,0,0,0,1,0
Q14669,0,0,0,1,1,0,1
Q14669-2,0,0,1,0,0,0,0
Q14671,0,0,0,1,1,1,1
Q14671-3,0,1,1,0,0,0,0
Q14674,0,0,0,0,0,0,1
Q14676,1,1,0,1,1,0,0
Q14677,0,0,1,1,1,0,1
Q14677-3,0,1,0,0,0,0,0
Q14678,0,0,1,1,1,0,1
Q14680,0,0,1,1,1,1,1
Q14683,0,1,1,1,1,1,1
Q14684,1,1,1,1,1,0,1
Q14687,0,0,0,0,0,1,0
Q14689,0,0,1,0,0,0,0
Q14690,1,1,0,0,0,1,1
Q14692,0,1,0,0,0,0,1
Q14694,0,0,0,1,1,1,1
Q14694-2,0,1,1,0,0,0,0
Q14696,0,0,1,0,0,0,0
Q14697,0,0,1,1,1,1,1
Q14697-2,1,1,1,0,0,0,0
Q14699,0,1,1,1,1,0,0
Q14703,0,0,1,0,0,0,0
Q14738,0,1,1,0,1,1,1
Q14739,1,1,1,1,1,1,1
Q14764,0,0,0,0,0,0,1
Q14766-4,0,0,1,0,0,0,0
Q14781,0,0,0,0,0,0,1
Q14789,0,0,0,1,1,0,0
Q14789-2,0,0,1,0,0,0,0
Q14790-9,0,0,1,0,0,0,0
Q147X3,0,0,1,0,0,1,0
Q14807,0,0,0,0,0,1,1
Q14814,0,0,0,0,0,0,1
Q14839,0,0,0,1,1,1,1
Q14839-2,0,1,0,0,0,0,0
Q14847,1,1,1,1,1,1,1
Q14914,0,0,0,0,0,0,1
Q14934-2,0,0,1,0,0,0,0
Q14964,0,0,1,0,0,0,0
Q14966,1,1,0,1,1,1,1
Q14974,1,1,1,1,1,1,1
Q14978,0,0,0,0,0,0,1
Q14978-2,1,1,1,0,0,0,0
Q14980,1,1,1,1,1,1,1
Q14999,0,0,0,1,1,0,0
Q14999-2,0,0,1,0,0,0,0
Q149N8,0,0,0,0,0,0,1
Q14C86,0,0,0,1,1,1,1
Q14C86-6,0,1,1,0,0,0,0
Q14CM0,0,0,1,0,0,0,1
Q14CX7,0,0,0,0,0,0,1
Q14CZ7,0,0,0,0,0,0,1
Q15003,0,0,1,1,1,1,1
Q15004,0,0,1,0,0,0,0
Q15005,0,0,1,1,1,0,1
Q15006,0,0,0,0,0,1,1
Q15007,0,0,0,0,0,0,1
Q15008,0,0,0,0,0,1,1
Q15014,1,1,0,0,0,0,1
Q15018,0,0,1,1,1,1,0
Q15019,0,0,0,1,1,1,1
Q15019-2,0,0,1,0,0,0,0
Q15020,0,1,0,0,0,0,1
Q15021,1,1,1,1,1,1,1
Q15022,0,0,0,1,1,0,1
Q15024,0,0,0,0,0,0,1
Q15025,0,0,1,0,0,0,1
Q15027,0,0,0,0,0,0,1
Q15029,0,1,1,1,1,1,1
Q15031,0,0,0,0,0,1,1
Q15032,0,0,0,1,1,1,1
Q15041,0,0,1,0,0,0,0
Q15042,0,0,1,1,1,1,0
Q15043,0,0,1,1,1,0,0
Q15046,0,0,0,1,1,0,1
Q15046-2,0,1,1,0,0,0,0
Q15047,0,0,1,0,0,0,0
Q15050,1,1,0,0,0,0,1
Q15054,0,0,0,0,0,1,1
Q15056,1,1,1,0,0,1,1
Q15057,0,0,0,0,0,0,1
Q15058,0,0,1,1,1,0,1
Q15059,1,0,0,0,0,0,0
Q15067,0,0,0,0,0,0,1
Q15070,0,0,0,0,0,1,1
Q15075,0,1,1,1,1,0,1
Q15084,0,0,0,1,1,1,1
Q15084-2,0,1,1,0,0,0,0
Q15102,0,0,0,0,0,0,1
Q15118,0,0,0,0,0,1,0
Q15120,0,0,0,0,0,1,0
Q15121,0,0,1,0,0,0,0
Q15125,0,0,1,0,0,0,1
Q15126,0,0,0,0,0,1,1
Q15149,0,0,1,1,1,1,1
Q15154,1,1,1,1,1,1,0
Q15155,0,0,1,0,0,0,0
Q15165,0,0,1,0,0,0,1
Q15172,0,0,1,0,0,0,0
Q15173,0,0,0,0,0,0,1
